,IT0001233417,IT0005599938,IT0005211237,IT0005610958,FR0010451203,FR0010313833,FR0013176526,FR0000051732,FR0010386334,FR0014008VX5,FR00140006O9,DE000KSAG888,DE000A1DAHH0,DE0006047004,DE0006202005,DE0006095003,DE000A161408,DE000A0TGJ55,DE0005470405,DE000A1PHFF7,DE0005194062,DE000A0WMPJ6,DE0006969603,Total
2024-05-31,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.86,0.0,0.0,0.0,0.5,0.0,0.52,0.0,0.87,0.7,0.96,0.0,0.0,0.0,0.0,11.159999999999997
2024-05-30,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.74,0.0,0.0,0.0,0.5,0.0,0.52,0.0,0.9,0.7,0.96,0.0,0.0,0.0,0.0,11.07
2024-05-29,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.0,0.0,0.0,0.5,0.0,0.52,0.0,0.87,0.7,0.96,0.0,0.0,0.0,0.0,10.93
2024-05-28,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.0,0.0,0.0,0.5,0.0,0.52,0.0,0.87,0.7,0.87,0.0,0.0,0.0,0.0,10.839999999999998
2024-05-27,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.49,0.0,0.0,0.5,0.0,0.52,0.0,1.04,0.7,0.73,0.0,0.0,0.0,0.0,11.36
2024-05-26,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.49,0.0,0.0,0.5,0.0,0.52,0.0,1.04,0.7,0.73,0.0,0.0,0.0,0.0,11.36
2024-05-25,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.49,0.0,0.0,0.5,0.0,0.52,0.0,1.04,0.7,0.73,0.0,0.0,0.0,0.0,11.36
2024-05-24,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.49,0.0,0.0,0.5,0.0,0.52,0.0,1.04,0.7,0.73,0.0,0.0,0.0,0.0,11.36
2024-05-23,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.49,0.0,0.0,0.5,0.0,0.52,0.0,1.04,0.7,0.73,0.0,0.0,0.0,0.0,11.36
2024-05-22,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.59,0.0,0.0,0.5,0.0,0.52,0.0,1.1,0.7,0.73,0.0,0.0,0.0,0.0,11.519999999999998
2024-05-21,0.58,0.0,0.0,0.0,1.34,0.0,0.0,3.83,1.63,0.59,0.0,0.0,0.5,0.0,0.52,0.0,1.08,0.7,0.64,0.0,0.0,0.0,0.0,11.409999999999998
2024-05-20,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.91,2.0,0.59,0.0,0.0,0.5,0.0,0.52,0.0,1.1,0.7,0.64,0.0,0.0,0.0,0.0,11.959999999999999
2024-05-19,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.52,0.0,1.07,0.7,0.64,0.0,0.0,0.0,0.0,12.18
2024-05-18,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.52,0.0,1.07,0.7,0.64,0.0,0.0,0.0,0.0,12.18
2024-05-17,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.52,0.0,1.07,0.7,0.64,0.0,0.0,0.0,0.0,12.18
2024-05-16,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.5,0.0,0.95,0.7,0.64,0.0,0.0,0.0,0.0,12.04
2024-05-15,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.5,0.0,0.95,0.7,0.64,0.0,0.0,0.0,0.0,12.04
2024-05-14,0.58,0.0,0.0,0.0,1.38,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.48,0.0,0.95,0.7,0.64,0.0,0.0,0.0,0.0,11.98
2024-05-13,0.58,0.0,0.0,0.0,1.38,0.0,0.0,3.91,2.25,0.59,0.0,0.0,0.5,0.0,0.48,0.0,0.83,0.7,0.53,0.0,0.0,0.0,0.0,11.75
2024-05-12,0.58,0.0,0.0,0.0,1.38,0.0,0.0,3.91,2.25,0.68,0.0,0.0,0.5,0.0,0.48,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,11.18
2024-05-11,0.58,0.0,0.0,0.0,1.38,0.0,0.0,3.91,2.25,0.68,0.0,0.0,0.5,0.0,0.48,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,11.18
2024-05-10,0.58,0.0,0.0,0.0,1.38,0.0,0.0,3.91,2.25,0.68,0.0,0.56,0.5,0.0,0.48,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,11.74
2024-05-09,0.58,0.0,0.0,0.0,1.41,0.0,0.0,3.91,2.25,0.68,0.0,0.56,0.5,0.0,0.48,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,11.77
2024-05-08,0.58,0.0,0.0,0.0,1.41,0.0,0.0,3.91,2.25,0.68,0.0,0.56,0.5,0.0,0.48,0.0,0.65,0.7,0.0,0.0,0.0,0.0,0.0,11.72
2024-05-07,0.58,0.0,0.0,0.0,1.38,0.0,0.0,3.91,2.42,0.68,0.0,0.56,0.5,0.0,0.48,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.719999999999999
2024-05-06,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.68,0.0,0.56,0.5,0.0,0.5,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.84
2024-05-05,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.68,0.0,0.56,0.5,0.0,0.5,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.84
2024-05-04,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.68,0.0,0.56,0.5,0.0,0.5,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.84
2024-05-03,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.68,0.0,0.56,0.5,0.0,0.5,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.84
2024-05-02,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.68,0.0,0.56,0.5,0.0,0.48,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.82
2024-05-01,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.77,0.0,0.56,0.5,0.0,0.48,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.91
2024-04-30,0.58,0.0,0.0,0.0,1.48,0.0,0.0,3.91,2.42,0.77,0.0,0.56,0.5,0.0,0.48,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.91
2024-04-29,0.58,0.0,0.0,0.0,1.29,0.0,0.0,3.91,2.32,0.77,0.0,0.56,0.5,0.0,0.48,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.62
2024-04-28,0.58,0.0,0.0,0.0,1.31,0.0,0.0,3.91,2.32,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.67
2024-04-27,0.58,0.0,0.0,0.0,1.31,0.0,0.0,3.91,2.32,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.67
2024-04-26,0.58,0.0,0.0,0.0,1.31,0.0,0.0,3.91,2.32,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.51,0.7,0.0,0.0,0.0,0.0,0.0,11.67
2024-04-25,0.58,0.0,0.0,0.0,1.5,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.47,0.7,0.0,0.0,0.0,0.0,0.0,11.52
2024-04-24,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.47,0.7,0.0,0.0,0.0,0.0,0.0,11.45
2024-04-23,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.47,0.7,0.0,0.0,0.0,0.0,0.0,11.45
2024-04-22,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.51,0.0,0.47,0.7,0.0,0.0,0.0,0.0,0.0,11.45
2024-04-21,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.49,0.0,0.47,0.62,0.0,0.0,0.0,0.0,0.0,11.35
2024-04-20,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.49,0.0,0.47,0.62,0.0,0.0,0.0,0.0,0.0,11.35
2024-04-19,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.91,2.02,0.77,0.0,0.56,0.5,0.0,0.49,0.0,0.47,0.62,0.0,0.0,0.0,0.0,0.0,11.35
2024-04-18,0.58,0.0,0.0,0.0,1.43,0.0,0.0,3.86,2.02,0.77,0.0,0.56,0.5,0.0,0.49,0.0,0.47,0.62,0.0,0.0,0.0,0.0,0.0,11.299999999999999
2024-04-17,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.75,2.02,0.77,0.0,0.56,0.5,0.0,0.49,0.0,0.51,0.62,0.0,0.0,0.0,0.0,0.0,11.149999999999999
2024-04-16,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.75,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,0.62,0.62,0.0,0.0,0.0,0.0,0.0,11.349999999999998
2024-04-15,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.75,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,0.9,0.62,0.0,0.0,0.0,0.0,0.0,11.629999999999999
2024-04-14,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.83,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,1.09,0.62,0.0,0.0,0.0,0.0,0.0,11.899999999999999
2024-04-13,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.83,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,1.09,0.62,0.0,0.0,0.0,0.0,0.0,11.899999999999999
2024-04-12,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.83,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,1.09,0.62,0.0,0.0,0.0,0.0,0.0,11.899999999999999
2024-04-11,0.58,0.0,0.0,0.0,1.35,0.0,0.0,3.9,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,11.37
2024-04-10,0.58,0.0,0.0,0.0,1.42,0.0,0.0,3.84,2.02,0.77,0.0,0.56,0.5,0.0,0.58,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,11.379999999999999
2024-04-09,0.58,0.0,0.0,0.0,1.5,0.0,0.0,3.84,2.02,0.81,0.0,0.56,0.5,0.0,0.58,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,11.450000000000001
2024-04-08,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.84,2.02,0.81,0.0,0.56,0.5,0.0,0.58,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,11.440000000000001
2024-04-07,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.63,2.02,0.81,0.0,0.56,0.5,0.0,0.58,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,11.08
2024-04-06,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.63,2.02,0.81,0.0,0.56,0.5,0.0,0.58,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,11.08
2024-04-05,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.63,2.02,0.81,0.0,0.56,0.5,0.0,0.58,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,11.08
2024-04-04,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,10.879999999999999
2024-04-03,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.77
2024-04-02,0.58,0.0,0.0,0.0,1.5,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.780000000000001
2024-04-01,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,10.729999999999999
2024-03-31,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,10.729999999999999
2024-03-30,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,10.729999999999999
2024-03-29,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,10.729999999999999
2024-03-28,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.71,0.0,0.56,0.5,0.0,0.58,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,10.729999999999999
2024-03-27,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.6,0.0,0.56,0.5,0.0,0.58,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,10.5
2024-03-26,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.53,2.02,0.6,0.0,0.56,0.5,0.0,0.58,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,10.5
2024-03-25,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.4,2.02,0.6,0.0,0.56,0.5,0.0,0.58,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.23
2024-03-24,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.4,2.02,0.6,0.0,0.56,0.5,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.25
2024-03-23,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.4,2.02,0.6,0.0,0.56,0.5,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.25
2024-03-22,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.4,2.02,0.6,0.0,0.56,0.5,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.25
2024-03-21,0.58,0.0,0.0,0.0,1.49,0.0,0.0,3.36,2.02,0.5,0.0,0.56,0.5,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59
2024-03-20,0.58,0.0,0.0,0.0,1.5,0.0,0.0,3.36,1.98,0.5,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.540000000000001
2024-03-19,0.58,0.0,0.0,0.0,1.5,0.0,0.0,3.36,1.81,0.5,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.370000000000001
2024-03-18,0.58,0.0,0.0,0.0,1.5,0.0,0.0,2.91,1.81,0.5,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.920000000000002
2024-03-17,0.58,0.0,0.0,0.0,1.45,0.0,0.0,2.91,1.81,0.0,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.370000000000001
2024-03-16,0.58,0.0,0.0,0.0,1.45,0.0,0.0,2.91,1.81,0.0,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.370000000000001
2024-03-15,0.58,0.0,0.0,0.0,1.45,0.0,0.0,2.91,1.81,0.0,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.370000000000001
2024-03-14,0.58,0.0,0.0,0.0,1.45,0.0,0.0,2.91,1.81,0.0,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.370000000000001
2024-03-13,0.58,0.0,0.0,0.0,1.45,0.0,0.0,2.81,1.81,0.0,0.0,0.56,0.48,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.270000000000001
2024-03-12,0.42,0.0,0.0,0.0,1.45,0.0,0.0,2.81,1.81,0.0,0.0,0.56,0.5,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13
2024-03-11,0.42,0.0,0.0,0.0,1.45,0.0,0.0,2.77,1.81,0.0,0.0,0.56,0.5,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09
2024-03-10,0.42,0.0,0.0,0.0,1.54,0.0,0.0,2.77,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001
2024-03-09,0.42,0.0,0.0,0.0,1.54,0.0,0.0,2.77,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001
2024-03-08,0.42,0.0,0.0,0.0,1.54,0.0,0.0,2.77,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001
2024-03-07,0.42,0.0,0.0,0.0,1.54,0.0,0.0,2.85,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.280000000000001
2024-03-06,0.42,0.0,0.0,0.0,1.54,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35
2024-03-05,0.42,0.0,0.0,0.0,1.6,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41
2024-03-04,0.58,0.0,0.0,0.0,1.59,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56
2024-03-03,0.58,0.0,0.0,0.0,1.59,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56
2024-03-02,0.58,0.0,0.0,0.0,1.59,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56
2024-03-01,0.58,0.0,0.0,0.0,1.59,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56
2024-02-29,0.58,0.0,0.0,0.0,1.6,0.0,0.0,2.92,1.81,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57
2024-02-28,0.58,0.0,0.0,0.0,1.6,0.0,0.0,2.92,1.71,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.469999999999999
2024-02-27,0.58,0.0,0.0,0.0,1.54,0.0,0.0,2.71,1.71,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
2024-02-26,0.58,0.0,0.0,0.0,1.54,0.0,0.0,2.71,1.71,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
2024-02-25,0.6,0.0,0.0,0.0,1.54,0.0,0.0,2.71,1.67,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18
2024-02-24,0.6,0.0,0.0,0.0,1.54,0.0,0.0,2.71,1.67,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18
2024-02-23,0.6,0.0,0.0,0.0,1.54,0.0,0.0,2.71,1.67,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18
2024-02-22,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.71,1.67,0.0,0.0,0.56,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11
2024-02-21,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.62,1.5,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83
2024-02-20,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.62,1.5,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83
2024-02-19,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.58,1.5,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.790000000000001
2024-02-18,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.44,1.5,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
2024-02-17,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.44,1.5,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
2024-02-16,0.53,0.0,0.0,0.0,1.54,0.0,0.0,2.44,1.5,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
2024-02-15,0.0,0.0,0.0,0.0,1.54,0.0,0.0,2.11,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.739999999999999
2024-02-14,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.11,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659999999999999
2024-02-13,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.11,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659999999999999
2024-02-12,0.0,0.0,0.0,0.0,1.28,0.0,0.0,2.02,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39
2024-02-11,0.0,0.0,0.0,0.0,1.28,0.0,0.0,2.02,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39
2024-02-10,0.0,0.0,0.0,0.0,1.28,0.0,0.0,2.02,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39
2024-02-09,0.0,0.0,0.0,0.0,1.28,0.0,0.0,2.02,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39
2024-02-08,0.0,0.0,0.0,0.0,1.31,0.0,0.0,2.02,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.420000000000001
2024-02-07,0.0,0.0,0.0,0.0,1.31,0.0,0.0,2.02,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.420000000000001
2024-02-06,0.0,0.0,0.0,0.0,1.31,0.0,0.0,1.92,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.319999999999999
2024-02-05,0.0,0.0,0.0,0.0,1.28,0.0,0.0,1.92,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
2024-02-04,0.0,0.0,0.0,0.0,1.28,0.0,0.0,1.92,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
2024-02-03,0.0,0.0,0.0,0.0,1.28,0.0,0.0,1.92,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
2024-02-02,0.0,0.0,0.0,0.0,1.28,0.0,0.0,1.92,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
2024-02-01,0.0,0.0,0.0,0.0,1.41,0.0,0.0,1.92,1.41,0.0,0.0,0.56,0.53,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.420000000000001
2024-01-31,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.04,1.41,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
2024-01-30,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.04,1.41,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
2024-01-29,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.22,1.41,0.0,0.0,0.56,0.49,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
2024-01-28,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.37,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999
2024-01-27,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.37,1.41,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999
2024-01-26,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.37,1.41,0.0,0.0,0.44,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66
2024-01-25,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.64,1.41,0.0,0.0,0.44,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93
2024-01-24,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.77,1.41,0.0,0.0,0.44,0.51,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06
2024-01-23,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.77,1.41,0.0,0.0,0.44,0.49,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04
2024-01-22,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.77,1.41,0.0,0.0,0.44,0.49,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04
2024-01-21,0.0,0.0,0.0,0.0,1.33,0.0,0.0,2.77,1.41,0.0,0.0,0.44,0.51,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
