,IT0005610958,IT0005218380,FR0000184798,FR0000051732,FR0013176526,FR0000054470,FR0010411983,DE000A0TGJ55,DE000A1PHFF7,DE000TUAG505,DE0006766504,DE000KC01000,DE000A161408,DE000KSAG888,Total
2024-05-19,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.98,0.0,0.0,0.38,0.0,0.0,0.0,2.9499999999999997
2024-05-18,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.98,0.0,0.0,0.38,0.0,0.0,0.0,2.9499999999999997
2024-05-17,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.98,0.0,0.0,0.38,0.0,0.0,0.0,2.9499999999999997
2024-05-16,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.07,0.0,0.0,0.38,0.0,0.0,0.0,3.1399999999999997
2024-05-15,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.07,0.0,0.0,0.38,0.0,0.0,0.0,3.1399999999999997
2024-05-14,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.07,0.0,0.0,0.38,0.0,0.0,0.0,3.1399999999999997
2024-05-13,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.1,0.0,0.0,0.38,0.0,0.0,0.0,3.17
2024-05-12,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.99,0.0,0.0,0.38,0.0,0.0,0.0,3.0599999999999996
2024-05-11,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.99,0.0,0.0,0.38,0.0,0.0,0.0,3.0599999999999996
2024-05-10,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.99,0.0,0.0,0.38,0.0,0.0,0.0,3.0599999999999996
2024-05-09,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.02,0.0,0.0,0.38,0.0,0.0,0.0,3.09
2024-05-08,0.0,0.0,0.0,0.69,0.0,0.0,0.0,2.02,0.0,0.0,0.38,0.0,0.0,0.0,3.09
2024-05-07,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.89,0.0,0.0,0.38,0.0,0.0,0.0,2.9899999999999998
2024-05-06,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.14,0.0,0.0,0.38,0.0,0.0,0.0,3.24
2024-05-05,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.14,0.0,0.0,0.58,0.0,0.0,0.0,3.4400000000000004
2024-05-04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.14,0.0,0.0,0.58,0.0,0.0,0.0,3.4400000000000004
2024-05-03,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.14,0.0,0.0,0.58,0.0,0.0,0.0,3.4400000000000004
2024-05-02,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.74
2024-05-01,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.74
2024-04-30,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.74
2024-04-29,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.66
2024-04-28,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.57
2024-04-27,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.57
2024-04-26,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.57
2024-04-25,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.57
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,2.65
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,2.37
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,2.48
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.32
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,2.32
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,2.18
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,2.18
2024-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.09
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.09
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.09
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.11
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.11
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.09
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,2.15
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,2.15
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,2.15
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,2.15
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.09
2024-04-03,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.6100000000000003
2024-04-02,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.6100000000000003
2024-04-01,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2024-03-31,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2024-03-30,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2024-03-29,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2024-03-28,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2024-03-27,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.67
2024-03-26,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.67
2024-03-25,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2024-03-24,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2024-03-23,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2024-03-22,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2024-03-21,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2024-03-20,0.0,0.0,0.0,0.68,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2024-03-19,0.0,0.0,0.0,0.58,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.77
2024-03-18,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.59
2024-03-17,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.59
2024-03-16,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.59
2024-03-15,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.59
2024-03-14,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.59
2024-03-13,0.0,0.0,0.0,0.58,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.79
2024-03-12,0.0,0.0,0.0,0.58,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,2.7
2024-03-11,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,2.72
2024-03-10,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997
2024-03-09,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997
2024-03-08,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997
2024-03-07,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997
2024-03-06,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.6599999999999997
2024-03-05,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2024-03-04,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2024-03-03,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2024-03-02,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2024-03-01,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2024-02-29,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-28,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-27,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-26,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-25,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-24,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-23,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,2.8499999999999996
2024-02-22,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.73
2024-02-21,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.67
2024-02-20,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997
2024-02-19,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997
2024-02-18,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997
2024-02-17,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997
2024-02-16,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997
2024-02-15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2024-02-14,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,2.37
2024-02-13,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,2.49
2024-02-12,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,2.34
2024-02-11,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.46
2024-02-10,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.46
2024-02-09,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.46
2024-02-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,2.46
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.11
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.11
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22
2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22
2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,2.22
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.97
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.03
2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.03
2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.03
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.03
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.91
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.91
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.91
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82
2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82
2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1.78
2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.83
2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.83
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.83
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.83
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.91
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72
2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72
2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.72
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2023-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.81
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.79
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.79
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.79
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,1.85
2023-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.75
2023-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.75
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.75
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.98
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.98
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.98
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.07
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.11
2023-11-29,0.0,0.0,1.68,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,3.6899999999999995
2023-11-28,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-27,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-26,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-25,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-24,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-23,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-22,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.55
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.01
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.01
2023-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.01
2023-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.01
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.01
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,2.12
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,2.02
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,2.16
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,2.29
2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,2.34
2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,2.34
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,2.34
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,2.56
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,2.72
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2.63
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2.63
2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2.63
2023-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2.63
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2.63
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,2.78
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,2.84
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,2.84
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,2.84
2023-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,2.78
