,-077-,5493002N1IVX6KHGYO08,213800B4PLJI84A5MF35,54930030NRYV5EVS2N02,51N7JKSPTG5EBVF38I88,ZKNTRMKPV369G3GYL686,-096-,549300I3U59T2U620T86,549300X6BK8XW1RP4G25,5493007EH2ZGRVN96H04,549300EJ1ZB4YYIOMD56,549300LPS48DJ96NXT15,6BS8JLEICI3VGJ264L55,LO3UDTZUG0RICVPFGQ53,549300DCU7KOL83B3B08,549300ARVD4LVNCUBN81,549300KKLDTNOIW0NU52,549300C4RWHVOOSD9T96,0M6M8M9HXLW8D3AU0N32,TNWE6LERP1CI9IDAZB80,549300RK1FB0VMTPD087,549300LVXYIVJKE13M84,Total,Market_capitalization
2024-08-29,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,1.03,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.87,3470000000.0
2024-08-28,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,1.03,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.87,3470000000.0
2024-08-27,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,0.99,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.83,3470000000.0
2024-08-26,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,0.99,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.83,3470000000.0
2024-08-25,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,0.99,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.83,3470000000.0
2024-08-24,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,0.99,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.83,3470000000.0
2024-08-23,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,0.99,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.83,3470000000.0
2024-08-22,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,0.99,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.83,3470000000.0
2024-08-21,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.77,0.0,1.04,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.88,3470000000.0
2024-08-20,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.83,0.0,1.11,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.94,3470000000.0
2024-08-19,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.83,0.0,1.11,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.94,3470000000.0
2024-08-18,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.83,0.0,1.09,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.92,3470000000.0
2024-08-17,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.83,0.0,1.09,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.92,3470000000.0
2024-08-16,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.83,0.0,1.09,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.92,3470000000.0
2024-08-15,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.83,0.0,1.09,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.92,3470000000.0
2024-08-14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.7,0.0,1.09,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.79,3470000000.0
2024-08-13,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.62,0.0,0.95,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.57,3470000000.0
2024-08-12,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.52,0.0,0.81,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.33,3470000000.0
2024-08-11,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.52,0.0,0.78,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.300000000000001,3470000000.0
2024-08-10,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.52,0.0,0.78,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.300000000000001,3470000000.0
2024-08-09,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.52,0.0,0.78,0.45,0.54,0.0,0.0,0.0,0.0,0.0,4.300000000000001,3470000000.0
2024-08-08,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.78,0.45,0.54,0.0,0.0,0.0,0.0,0.0,3.79,3470000000.0
2024-08-07,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.88,0.45,0.54,0.0,0.0,0.0,0.0,0.0,3.79,3470000000.0
2024-08-06,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.88,0.45,0.54,0.0,0.0,0.0,0.0,0.0,3.79,3470000000.0
2024-08-05,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.98,0.45,0.54,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,3470000000.0
2024-08-04,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.98,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.2600000000000002,3470000000.0
2024-08-03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.98,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.2600000000000002,3470000000.0
2024-08-02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.98,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.2600000000000002,3470000000.0
2024-08-01,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.98,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.16,3470000000.0
2024-07-31,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.04,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.0900000000000003,3470000000.0
2024-07-30,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.04,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.0900000000000003,3470000000.0
2024-07-29,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.04,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.0900000000000003,3470000000.0
2024-07-28,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.99,3470000000.0
2024-07-27,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.99,3470000000.0
2024-07-26,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.99,3470000000.0
2024-07-25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.99,3470000000.0
2024-07-24,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.94,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.99,3470000000.0
2024-07-23,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.84,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,3470000000.0
2024-07-22,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.84,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,3470000000.0
2024-07-21,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.63,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3470000000.0
2024-07-20,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.63,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3470000000.0
2024-07-19,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.63,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3470000000.0
2024-07-18,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3470000000.0
2024-07-17,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3470000000.0
2024-07-16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3470000000.0
2024-07-15,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3470000000.0
2024-07-14,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-13,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-12,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-11,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-10,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-09,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-08,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3470000000.0
2024-07-07,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,3470000000.0
2024-07-06,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,3470000000.0
2024-07-05,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,3470000000.0
2024-07-04,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,3470000000.0
2024-07-03,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,3470000000.0
2024-07-02,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3470000000.0
2024-07-01,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3470000000.0
2024-06-30,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3350000000.0
2024-06-29,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3350000000.0
2024-06-28,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3350000000.0
2024-06-27,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.65,3350000000.0
2024-06-26,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.65,3350000000.0
2024-06-25,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.65,3350000000.0
2024-06-24,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-23,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-22,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-21,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-20,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-19,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-18,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-17,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-15,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-14,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-13,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-12,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-11,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-10,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-09,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-08,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-07,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-06,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-05,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,3350000000.0
2024-06-04,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3350000000.0
2024-06-03,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.76,3350000000.0
2024-06-02,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.76,3350000000.0
2024-06-01,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.76,3350000000.0
2024-05-31,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.21,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.76,3350000000.0
2024-05-30,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.6,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1500000000000004,3350000000.0
2024-05-29,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.6,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1500000000000004,3350000000.0
2024-05-28,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.53,0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.08,3350000000.0
2024-05-27,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3350000000.0
2024-05-26,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3350000000.0
2024-05-25,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3350000000.0
2024-05-24,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3350000000.0
2024-05-23,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-22,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-21,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-20,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-19,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-18,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-17,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3350000000.0
2024-05-16,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3350000000.0
2024-05-15,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3350000000.0
2024-05-14,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-13,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-12,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-11,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-10,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-09,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-08,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-07,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-06,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-05,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-04,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-03,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-02,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-05-01,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-30,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-29,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-28,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-27,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
2024-04-26,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,3350000000.0
