,213800R5EKDBNQU86M37,20FULDKQMC7ZL80LYR79,213800Q9Y1YY2GCZNZ90,2138006AZELNYKR3A325,213800N4DD1PZ1DKRT27,213800YQHG6V3VDDRN10,2138001GBION41P49M96,549300DCU7KOL83B3B08,213800B4PLJI84A5MF35,Total,Market_capitalization
2024-06-28,0.93,0.0,0.0,0.0,1.08,0.6,0.82,0.59,0.7,4.720000000000001,3160000000.0
2024-06-27,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.7,4.62,3160000000.0
2024-06-26,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.52,4.4399999999999995,3160000000.0
2024-06-25,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.52,4.4399999999999995,3160000000.0
2024-06-24,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.0,3.92,3160000000.0
2024-06-23,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.0,3.92,3160000000.0
2024-06-22,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.0,3.92,3160000000.0
2024-06-21,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.0,3.92,3160000000.0
2024-06-20,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.0,3.92,3160000000.0
2024-06-19,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.59,0.0,3.92,3160000000.0
2024-06-18,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-17,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-16,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-15,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-14,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-13,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-12,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-11,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-10,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-09,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-08,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-07,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-06,0.93,0.0,0.0,0.0,1.08,0.5,0.82,0.63,0.0,3.96,3160000000.0
2024-06-05,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.63,0.0,3.89,3160000000.0
2024-06-04,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.63,0.0,3.89,3160000000.0
2024-06-03,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.63,0.0,3.89,3160000000.0
2024-06-02,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.63,0.0,3.89,3160000000.0
2024-06-01,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.63,0.0,3.89,3160000000.0
2024-05-31,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.63,0.0,3.89,3160000000.0
2024-05-30,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.59,0.0,3.85,3160000000.0
2024-05-29,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.6,0.0,3.8600000000000003,3160000000.0
2024-05-28,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.57,0.0,3.83,3160000000.0
2024-05-27,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.57,0.0,3.83,3160000000.0
2024-05-26,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.57,0.0,3.83,3160000000.0
2024-05-25,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.57,0.0,3.83,3160000000.0
2024-05-24,0.93,0.0,0.0,0.0,1.08,0.5,0.75,0.57,0.0,3.83,3160000000.0
2024-05-23,1.19,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.44,3160000000.0
2024-05-22,1.19,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.44,3160000000.0
2024-05-21,1.19,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.44,3160000000.0
2024-05-20,1.19,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.44,3160000000.0
2024-05-19,1.29,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.54,3160000000.0
2024-05-18,1.29,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.54,3160000000.0
2024-05-17,1.29,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.54,3160000000.0
2024-05-16,1.29,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.54,3160000000.0
2024-05-15,1.29,0.0,0.0,0.0,1.17,0.5,0.58,0.0,0.0,3.54,3160000000.0
2024-05-14,1.29,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.05,3160000000.0
2024-05-13,1.48,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.24,3160000000.0
2024-05-12,1.48,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.24,3160000000.0
2024-05-11,1.48,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.24,3160000000.0
2024-05-10,1.48,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.24,3160000000.0
2024-05-09,1.54,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.3,3160000000.0
2024-05-08,1.63,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.3899999999999997,3160000000.0
2024-05-07,1.63,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.3899999999999997,3160000000.0
2024-05-06,1.79,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.55,3160000000.0
2024-05-05,1.79,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.55,3160000000.0
2024-05-04,1.79,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.55,3160000000.0
2024-05-03,1.79,0.0,0.0,0.0,1.26,0.5,0.0,0.0,0.0,3.55,3160000000.0
2024-05-02,1.86,0.0,0.0,0.0,1.32,0.5,0.0,0.0,0.0,3.68,3160000000.0
2024-05-01,1.86,0.0,0.0,0.0,1.32,0.5,0.0,0.0,0.0,3.68,3160000000.0
2024-04-30,1.86,0.0,0.0,0.0,1.32,0.5,0.0,0.0,0.0,3.68,3160000000.0
2024-04-29,1.86,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.5700000000000003,3160000000.0
2024-04-28,1.86,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.5700000000000003,3160000000.0
2024-04-27,1.86,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.5700000000000003,3160000000.0
2024-04-26,1.86,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.5700000000000003,3160000000.0
2024-04-25,1.97,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.6799999999999997,3160000000.0
2024-04-24,1.97,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.6799999999999997,3160000000.0
2024-04-23,2.02,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,3.73,3160000000.0
2024-04-22,0.0,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,1.71,3160000000.0
2024-04-21,0.0,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,1.71,3160000000.0
2024-04-20,0.0,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,1.71,3160000000.0
2024-04-19,0.0,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,1.71,3160000000.0
2024-04-18,0.0,0.0,0.0,0.0,1.21,0.5,0.0,0.0,0.0,1.71,3160000000.0
2024-04-17,0.0,0.0,0.0,0.0,1.08,0.5,0.0,0.0,0.0,1.58,3160000000.0
2024-04-16,0.0,0.0,0.0,0.0,1.08,0.5,0.0,0.0,0.0,1.58,3160000000.0
2024-04-15,0.0,0.0,0.0,0.0,1.08,0.5,0.0,0.0,0.0,1.58,3160000000.0
2024-04-14,0.0,0.0,0.0,0.0,1.08,0.5,0.0,0.0,0.0,1.58,3160000000.0
2024-04-13,0.0,0.0,0.0,0.0,1.08,0.5,0.0,0.0,0.0,1.58,3160000000.0
2024-04-12,0.0,0.0,0.0,0.0,1.08,0.5,0.0,0.0,0.0,1.58,3160000000.0
2024-04-11,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-10,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-09,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-08,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-07,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-06,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-05,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-04,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-03,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-02,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-04-01,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-03-31,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-03-30,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-03-29,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-03-28,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-03-27,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.08,3160000000.0
2024-03-26,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.93,3160000000.0
2024-03-25,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.67,3160000000.0
2024-03-24,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-03-23,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-03-22,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-03-21,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000000.0
2024-01-30,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,3160000000.0
2024-01-29,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,3160000000.0
2024-01-28,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,3160000000.0
2024-01-27,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,3160000000.0
2024-01-26,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,3160000000.0
2024-01-25,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-24,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-23,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-22,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-21,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-20,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-19,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-18,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-17,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-16,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-15,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-14,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-13,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-12,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-11,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-10,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-09,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-08,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-07,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-06,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-05,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-04,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-03,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-02,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2024-01-01,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-31,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-30,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-29,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-28,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-27,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-26,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-25,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-24,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-23,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-22,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-21,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-20,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-19,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-18,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-17,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-16,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-15,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-14,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-13,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-12,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-11,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-10,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-09,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-08,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-07,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-06,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-05,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,3160000000.0
2023-12-04,2.19,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.71,3160000000.0
2023-12-03,2.19,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.71,3160000000.0
2023-12-02,2.19,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.71,3160000000.0
2023-12-01,2.19,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.71,3160000000.0
2023-11-30,2.19,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.71,3160000000.0
2023-11-29,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-28,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-27,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-26,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-25,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-24,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-23,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-22,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-21,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-20,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-19,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-18,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-17,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-16,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-15,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-14,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-13,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-12,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-11,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-10,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-09,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-08,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-07,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-06,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-05,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-04,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-03,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-02,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-11-01,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-31,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-30,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-29,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-28,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-27,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-26,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-25,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-24,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-23,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-22,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-21,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-20,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-19,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
2023-10-18,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,3160000000.0
