,549300GHZ48Y72I6HZ24,549300DCU7KOL83B3B08,-066-,549300RZS21MS2DKVC77,549300SHI4D0QGWI8X45,Total,Market_capitalization
2023-06-05,1.56,0.64,0.0,0.0,0.0,2.2,2430000000.0
2023-06-04,1.56,0.64,0.0,0.0,0.0,2.2,2430000000.0
2023-06-03,1.56,0.64,0.0,0.0,0.0,2.2,2430000000.0
2023-06-02,1.56,0.64,0.0,0.0,0.0,2.2,2430000000.0
2023-06-01,1.6,0.64,0.0,0.0,0.0,2.24,2430000000.0
2023-05-31,1.6,0.64,0.0,0.0,0.0,2.24,2430000000.0
2023-05-30,1.56,0.5,0.0,0.0,0.0,2.06,2430000000.0
2023-05-29,1.64,0.0,0.0,0.0,0.0,1.64,2430000000.0
2023-05-28,1.64,0.0,0.0,0.0,0.0,1.64,2430000000.0
2023-05-27,1.64,0.0,0.0,0.0,0.0,1.64,2430000000.0
2023-05-26,1.64,0.0,0.0,0.0,0.0,1.64,2430000000.0
2023-05-25,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-24,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-23,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-22,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-21,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-20,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-19,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-18,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-17,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-16,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-15,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-14,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-13,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-12,1.88,0.0,0.0,0.0,0.0,1.88,2430000000.0
2023-05-11,1.9,0.0,0.0,0.0,0.0,1.9,2430000000.0
2023-05-10,1.9,0.0,0.0,0.0,0.0,1.9,2430000000.0
2023-05-09,1.9,0.0,0.0,0.0,0.0,1.9,2430000000.0
2023-05-08,1.9,0.0,0.0,0.0,0.0,1.9,2430000000.0
2023-05-07,1.9,0.0,0.0,0.0,0.0,1.9,2430000000.0
