,549300SHI4D0QGWI8X45,549300DCU7KOL83B3B08,549300ARVD4LVNCUBN81,549300LPS48DJ96NXT15,6BS8JLEICI3VGJ264L55,54930030NRYV5EVS2N02,549300GC5MDF1KXYMP06,TNWE6LERP1CI9IDAZB80,Total,Market_capitalization
2023-07-01,0.49,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3930000000.0
2023-06-30,0.49,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3930000000.0
2023-06-29,0.51,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3930000000.0
2023-06-28,0.51,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3930000000.0
2023-06-27,0.51,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3930000000.0
2023-06-26,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.15,3930000000.0
2023-06-25,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.15,3930000000.0
2023-06-24,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.15,3930000000.0
2023-06-23,0.48,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.63,3930000000.0
2023-06-22,0.48,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3930000000.0
2023-06-21,0.48,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3930000000.0
2023-06-20,0.48,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3930000000.0
2023-06-19,0.48,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.64,3930000000.0
2023-06-18,0.48,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3930000000.0
2023-06-17,0.48,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3930000000.0
2023-06-16,0.48,1.21,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3930000000.0
2023-06-15,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-14,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-13,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-12,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-11,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-10,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-09,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3930000000.0
2023-06-08,0.54,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3930000000.0
2023-06-07,0.54,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3930000000.0
2023-06-06,0.54,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3930000000.0
2023-06-05,0.54,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3930000000.0
2023-06-04,0.54,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3930000000.0
2023-06-03,0.54,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3930000000.0
2023-06-02,0.54,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3930000000.0
2023-06-01,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-31,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-30,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-29,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-28,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-27,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-26,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-25,0.54,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.8800000000000001,3930000000.0
2023-05-24,0.54,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3930000000.0
2023-05-23,0.54,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3930000000.0
2023-05-22,0.54,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.94,3930000000.0
2023-05-21,0.54,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3930000000.0
2023-05-20,0.54,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3930000000.0
2023-05-19,0.54,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3930000000.0
2023-05-18,0.54,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3930000000.0
2023-05-17,0.54,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.92,3930000000.0
2023-05-16,0.54,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3930000000.0
2023-05-15,0.54,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3930000000.0
2023-05-14,0.54,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3930000000.0
2023-05-13,0.54,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3930000000.0
2023-05-12,0.54,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3930000000.0
2023-05-11,0.54,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3930000000.0
2023-05-10,0.54,1.48,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3930000000.0
