,6BS8JLEICI3VGJ264L55,213800SFSQPS3XKC4E48,5493003FS3JD468P6Z37,MQILSVGGL6RJH5NDWP11,549300KKLDTNOIW0NU52,Total,Market_capitalization
2024-05-24,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-05-23,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-05-22,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-05-21,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-05-20,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-05-19,1.2,0.0,0.0,0.51,0.0,1.71,13520000000.0
2024-05-18,1.2,0.0,0.0,0.51,0.0,1.71,13520000000.0
2024-05-17,1.2,0.0,0.0,0.51,0.0,1.71,13520000000.0
2024-05-16,1.2,0.0,0.0,0.51,0.0,1.71,13520000000.0
2024-05-15,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-05-14,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-13,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-12,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-11,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-10,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-09,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-08,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-07,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-06,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-05,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-04,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-03,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-02,1.23,0.0,0.0,0.51,0.0,1.74,13520000000.0
2024-05-01,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-30,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-29,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-28,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-27,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-26,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-25,1.19,0.0,0.0,0.51,0.0,1.7,13520000000.0
2024-04-24,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-23,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-04-22,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-04-21,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-20,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-19,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-18,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-17,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-04-16,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-04-15,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-14,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-13,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-12,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-11,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-10,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-09,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-08,1.1,0.0,0.0,0.0,0.0,1.1,13520000000.0
2024-04-07,1.08,0.0,0.0,0.0,0.0,1.08,13520000000.0
2024-04-06,1.08,0.0,0.0,0.0,0.0,1.08,13520000000.0
2024-04-05,1.08,0.0,0.0,0.0,0.0,1.08,13520000000.0
2024-04-04,1.08,0.0,0.0,0.0,0.0,1.08,13520000000.0
2024-04-03,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-02,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-04-01,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-31,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-30,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-29,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-28,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-27,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-26,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-25,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-24,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-23,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-22,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-03-21,1.28,0.0,0.0,0.0,0.0,1.28,13520000000.0
2024-03-20,1.28,0.0,0.0,0.0,0.0,1.28,13520000000.0
2024-03-19,1.28,0.0,0.0,0.0,0.0,1.28,13520000000.0
2024-03-18,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-17,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-16,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-15,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-14,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-13,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-12,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-11,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-10,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-09,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-08,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-07,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-06,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-05,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-04,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-03,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-02,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-03-01,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-02-29,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-02-28,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-02-27,1.3,0.0,0.0,0.0,0.0,1.3,13520000000.0
2024-02-26,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-02-25,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-02-24,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-02-23,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-02-22,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-02-21,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-02-20,1.16,0.0,0.0,0.0,0.0,1.16,13520000000.0
2024-02-19,1.03,0.0,0.0,0.0,0.0,1.03,13520000000.0
2024-02-18,1.03,0.0,0.0,0.0,0.0,1.03,13520000000.0
2024-02-17,1.03,0.0,0.0,0.0,0.0,1.03,13520000000.0
2024-02-16,1.03,0.0,0.0,0.0,0.0,1.03,13520000000.0
2024-02-15,0.94,0.0,0.0,0.0,0.0,0.94,13520000000.0
2024-02-14,0.86,0.0,0.0,0.0,0.0,0.86,13520000000.0
2024-02-13,0.86,0.0,0.0,0.0,0.0,0.86,13520000000.0
2024-02-12,0.86,0.0,0.0,0.0,0.0,0.86,13520000000.0
2024-02-11,0.86,0.0,0.0,0.0,0.0,0.86,13520000000.0
2024-02-10,0.86,0.0,0.0,0.0,0.0,0.86,13520000000.0
2024-02-09,0.86,0.0,0.0,0.0,0.0,0.86,13520000000.0
2024-02-08,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-07,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-06,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-05,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-04,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-03,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-02,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2024-02-01,1.05,0.0,0.0,0.0,0.0,1.05,13520000000.0
2024-01-31,1.05,0.0,0.0,0.0,0.0,1.05,13520000000.0
2024-01-30,1.05,0.0,0.0,0.0,0.0,1.05,13520000000.0
2024-01-29,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-01-28,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-01-27,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-01-26,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-01-25,1.19,0.0,0.0,0.0,0.0,1.19,13520000000.0
2024-01-24,1.28,0.0,0.0,0.0,0.0,1.28,13520000000.0
2024-01-23,1.28,0.0,0.0,0.0,0.0,1.28,13520000000.0
2024-01-22,1.28,0.0,0.0,0.0,0.0,1.28,13520000000.0
2024-01-21,1.31,0.0,0.0,0.0,0.0,1.31,13520000000.0
2024-01-20,1.31,0.0,0.0,0.0,0.0,1.31,13520000000.0
2024-01-19,1.31,0.0,0.0,0.0,0.0,1.31,13520000000.0
2024-01-18,1.31,0.0,0.0,0.0,0.0,1.31,13520000000.0
2024-01-17,1.31,0.0,0.0,0.0,0.0,1.31,13520000000.0
2024-01-16,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-15,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-14,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-13,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-12,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-11,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-10,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-09,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-08,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-07,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-06,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-05,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-04,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-03,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-02,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2024-01-01,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-31,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-30,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-29,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-28,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-27,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-26,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-25,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-24,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-23,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-22,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-21,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-20,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-19,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-18,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-17,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-16,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-15,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-14,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-13,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-12,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-11,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-10,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-09,1.2,0.0,0.0,0.0,0.0,1.2,13520000000.0
2023-12-08,1.2,0.48,0.0,0.0,0.0,1.68,13520000000.0
2023-12-07,1.2,0.48,0.0,0.0,0.0,1.68,13520000000.0
2023-12-06,1.1,0.48,0.0,0.0,0.0,1.58,13520000000.0
2023-12-05,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-12-04,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-12-03,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-12-02,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-12-01,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-11-30,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-11-29,1.1,0.59,0.0,0.0,0.0,1.69,13520000000.0
2023-11-28,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-27,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-26,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-25,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-24,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-23,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-22,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-21,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-20,1.0,0.59,0.0,0.0,0.0,1.5899999999999999,13520000000.0
2023-11-19,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-18,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-17,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-16,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-15,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-14,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-13,0.9,0.59,0.0,0.0,0.0,1.49,13520000000.0
2023-11-12,0.82,0.59,0.0,0.0,0.0,1.41,13520000000.0
2023-11-11,0.82,0.59,0.0,0.0,0.0,1.41,13520000000.0
2023-11-10,0.82,0.59,0.0,0.0,0.0,1.41,13520000000.0
2023-11-09,0.82,0.59,0.0,0.0,0.0,1.41,13520000000.0
2023-11-08,0.82,0.59,0.0,0.0,0.0,1.41,13520000000.0
2023-11-07,0.78,0.59,0.0,0.0,0.0,1.37,13520000000.0
2023-11-06,0.78,0.59,0.0,0.0,0.0,1.37,13520000000.0
2023-11-05,0.78,0.59,0.0,0.0,0.0,1.37,13520000000.0
2023-11-04,0.78,0.59,0.0,0.0,0.0,1.37,13520000000.0
2023-11-03,0.78,0.59,0.0,0.0,0.0,1.37,13520000000.0
2023-11-02,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-11-01,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-10-31,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-10-30,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-10-29,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-10-28,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-10-27,0.78,0.61,0.0,0.0,0.0,1.3900000000000001,13520000000.0
2023-10-26,0.78,0.52,0.0,0.0,0.0,1.3,13520000000.0
2023-10-25,0.78,0.52,0.0,0.0,0.0,1.3,13520000000.0
2023-10-24,0.8,0.52,0.0,0.0,0.0,1.32,13520000000.0
2023-10-23,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-22,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-21,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-20,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-19,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-18,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-17,0.7,0.0,0.0,0.0,0.0,0.7,13520000000.0
2023-10-16,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-15,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-14,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-13,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-12,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-11,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-10,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-09,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-08,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-07,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-06,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-05,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-04,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-03,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-02,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-10-01,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-30,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-29,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-28,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-27,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-26,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-25,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-24,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-23,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-22,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-21,0.69,0.0,0.0,0.0,0.0,0.69,13520000000.0
2023-09-20,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-19,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-18,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-17,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-16,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-15,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-14,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-13,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-12,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-11,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-10,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-09,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-08,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-07,0.8,0.0,0.0,0.0,0.0,0.8,13520000000.0
2023-09-06,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-05,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-04,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-03,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-02,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-09-01,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-31,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-30,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-29,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-28,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-27,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-26,0.79,0.0,0.0,0.0,0.0,0.79,13520000000.0
2023-08-25,0.79,0.0,0.49,0.0,0.0,1.28,13520000000.0
2023-08-24,0.79,0.0,0.49,0.0,0.0,1.28,13520000000.0
2023-08-23,0.79,0.0,0.49,0.0,0.0,1.28,13520000000.0
2023-08-22,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-21,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-20,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-19,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-18,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-17,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-16,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-15,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-14,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-13,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-12,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-11,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-10,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-09,0.79,0.0,0.5,0.0,0.0,1.29,13520000000.0
2023-08-08,0.89,0.0,0.5,0.0,0.0,1.3900000000000001,13520000000.0
2023-08-07,0.89,0.0,0.5,0.0,0.0,1.3900000000000001,13520000000.0
2023-08-06,0.89,0.0,0.5,0.0,0.0,1.3900000000000001,13520000000.0
2023-08-05,0.89,0.0,0.5,0.0,0.0,1.3900000000000001,13520000000.0
2023-08-04,0.89,0.0,0.5,0.0,0.0,1.3900000000000001,13520000000.0
2023-08-03,0.89,0.0,0.5,0.0,0.0,1.3900000000000001,13520000000.0
2023-08-02,0.89,0.0,0.0,0.0,0.0,0.89,13520000000.0
2023-08-01,0.89,0.0,0.0,0.0,0.0,0.89,13520000000.0
2023-07-31,0.89,0.0,0.0,0.0,0.0,0.89,13520000000.0
2023-07-30,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-29,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-28,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-27,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-26,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-25,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-24,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-23,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-22,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-21,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-20,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-19,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-18,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-17,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-16,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-15,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-14,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-13,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-12,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-11,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-10,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-09,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-08,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-07,0.97,0.0,0.0,0.0,0.0,0.97,13520000000.0
2023-07-06,1.06,0.0,0.0,0.0,0.0,1.06,13520000000.0
2023-07-05,1.06,0.0,0.0,0.0,0.0,1.06,13520000000.0
2023-07-04,1.06,0.48,0.0,0.0,0.0,1.54,13520000000.0
2023-07-03,1.06,0.48,0.0,0.0,0.0,1.54,13520000000.0
2023-07-02,1.06,0.48,0.0,0.0,0.0,1.54,13520000000.0
2023-07-01,1.06,0.48,0.0,0.0,0.0,1.54,13520000000.0
2023-06-30,1.06,0.48,0.0,0.0,0.0,1.54,13520000000.0
2023-06-29,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-28,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-27,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-26,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-25,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-24,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-23,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-22,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-21,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-20,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-19,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-18,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-17,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-16,1.06,0.5,0.0,0.0,0.0,1.56,13520000000.0
2023-06-15,1.19,0.5,0.0,0.0,0.0,1.69,13520000000.0
2023-06-14,1.19,0.5,0.0,0.0,0.0,1.69,13520000000.0
2023-06-13,1.19,0.5,0.0,0.0,0.0,1.69,13520000000.0
2023-06-12,1.19,0.5,0.0,0.0,0.0,1.69,13520000000.0
2023-06-11,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-10,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-09,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-08,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-07,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-06,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-05,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-04,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-03,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-02,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-06-01,1.21,0.5,0.0,0.0,0.0,1.71,13520000000.0
2023-05-31,1.21,0.0,0.0,0.0,0.0,1.21,13520000000.0
2023-05-30,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
2023-05-29,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
2023-05-28,1.14,0.0,0.0,0.0,0.0,1.14,13520000000.0
