,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,6BS8JLEICI3VGJ264L55,2138001GBION41P49M96,549300LPS48DJ96NXT15,549300SHI4D0QGWI8X45,549300WBD0DQZRTLVD96,5493003FS3JD468P6Z37,549300C4RWHVOOSD9T96,TNWE6LERP1CI9IDAZB80,549300EOZ04JQL5Q8E05,219JICTKZM2TR3X24G69,Total,Market_capitalization
2023-06-23,0.0,1.24,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3940000000.0
2023-06-22,0.0,1.24,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,3940000000.0
2023-06-21,0.0,1.24,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,3940000000.0
2023-06-20,0.0,1.24,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,3940000000.0
2023-06-19,0.0,1.24,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,3940000000.0
2023-06-18,0.0,1.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,3940000000.0
2023-06-17,0.0,1.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,3940000000.0
2023-06-16,0.0,1.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,3940000000.0
2023-06-15,0.0,1.24,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,3940000000.0
2023-06-14,0.0,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-06-13,0.0,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-06-12,0.0,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-06-11,0.0,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-06-10,0.0,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-06-09,0.49,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,3940000000.0
2023-06-08,0.49,1.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,3940000000.0
2023-06-07,0.49,1.21,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3940000000.0
2023-06-06,0.49,1.21,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3940000000.0
2023-06-05,0.49,1.21,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3940000000.0
2023-06-04,0.49,1.21,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3940000000.0
2023-06-03,0.49,1.21,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3940000000.0
2023-06-02,0.49,1.21,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3940000000.0
2023-06-01,0.5,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,3940000000.0
2023-05-31,0.5,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,3940000000.0
2023-05-30,0.5,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,3940000000.0
2023-05-29,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-05-28,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-05-27,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-05-26,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-05-25,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-05-24,0.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3940000000.0
2023-05-23,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-22,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-21,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-20,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-19,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-18,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-17,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-16,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3940000000.0
2023-05-15,0.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3940000000.0
2023-05-14,0.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3940000000.0
2023-05-13,0.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3940000000.0
2023-05-12,0.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3940000000.0
2023-05-11,0.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3940000000.0
2023-05-10,0.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3940000000.0
