,5493003FS3JD468P6Z37,549300SHI4D0QGWI8X45,-096-,549300ARVD4LVNCUBN81,549300RHSQCH106OWF77,549300DCU7KOL83B3B08,213800SFSQPS3XKC4E48,TNWE6LERP1CI9IDAZB80,549300GC5MDF1KXYMP06,2138006AZELNYKR3A325,-077-,549300X1IL2SQS14P736,549300KKLDTNOIW0NU52,549300LPS48DJ96NXT15,549300WTVI4KO4GEJN54,549300A1ZLHM70N6U553,5493006XRZFHF1KWTY04,549300WBD0DQZRTLVD96,6BS8JLEICI3VGJ264L55,635400IAV22ZOU1NFS89,549300GK9KWVQKHQ5S16,549300GHZ48Y72I6HZ24,Total,Market_capitalization
2024-11-26,0.0,0.0,4.34,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.51,0.0,0.56,0.8,0.0,0.0,0.51,0.51,0.78,0.0,0.0,0.0,10.2,3030000000.0
2024-11-25,0.0,0.0,3.73,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.8,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,9.120000000000001,3030000000.0
2024-11-24,0.0,0.0,3.73,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.8,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,9.09,3030000000.0
2024-11-23,0.0,0.0,3.73,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.8,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,9.09,3030000000.0
2024-11-22,0.0,0.0,3.73,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.8,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,9.09,3030000000.0
2024-11-21,0.0,0.0,3.81,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.8,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,9.170000000000002,3030000000.0
2024-11-20,0.0,0.0,3.49,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,8.75,3030000000.0
2024-11-19,0.0,0.0,3.49,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,8.75,3030000000.0
2024-11-18,0.0,0.0,3.05,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,8.31,3030000000.0
2024-11-17,0.0,0.0,3.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,8.399999999999999,3030000000.0
2024-11-16,0.0,0.0,3.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,8.399999999999999,3030000000.0
2024-11-15,0.0,0.0,3.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,8.399999999999999,3030000000.0
2024-11-14,0.0,0.0,3.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,8.399999999999999,3030000000.0
2024-11-13,0.0,0.0,3.81,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,9.07,3030000000.0
2024-11-12,0.0,0.0,4.31,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,9.64,3030000000.0
2024-11-11,0.0,0.0,2.95,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,8.209999999999999,3030000000.0
2024-11-10,0.0,0.0,2.66,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,7.920000000000001,3030000000.0
2024-11-09,0.0,0.0,2.66,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,7.920000000000001,3030000000.0
2024-11-08,0.0,0.0,2.66,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.82,0.0,0.0,0.0,7.920000000000001,3030000000.0
2024-11-07,0.0,0.0,1.77,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,7.0,3030000000.0
2024-11-06,0.0,0.0,3.33,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.79,0.0,0.0,0.0,8.65,3030000000.0
2024-11-05,0.0,0.0,3.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.53,0.0,0.0,0.0,8.06,3030000000.0
2024-11-04,0.0,0.0,1.62,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.53,0.0,0.0,0.0,6.62,3030000000.0
2024-11-03,0.0,0.0,1.5,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.53,0.0,0.0,0.0,6.5,3030000000.0
2024-11-02,0.0,0.0,1.5,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.53,0.0,0.0,0.0,6.5,3030000000.0
2024-11-01,0.0,0.0,1.5,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.53,0.0,0.0,0.0,6.5,3030000000.0
2024-10-31,0.0,0.0,2.52,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,6.989999999999999,3030000000.0
2024-10-30,0.0,0.0,2.77,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,7.239999999999999,3030000000.0
2024-10-29,0.0,0.0,2.77,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.7299999999999995,3030000000.0
2024-10-28,0.0,0.0,2.52,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.4799999999999995,3030000000.0
2024-10-27,0.0,0.0,2.13,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.090000000000001,3030000000.0
2024-10-26,0.0,0.0,2.13,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.090000000000001,3030000000.0
2024-10-25,0.0,0.0,2.13,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.090000000000001,3030000000.0
2024-10-24,0.0,0.0,2.62,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.62,3030000000.0
2024-10-23,0.0,0.0,2.86,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.859999999999999,3030000000.0
2024-10-22,0.0,0.0,2.24,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.139999999999999,3030000000.0
2024-10-21,0.0,0.0,2.24,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.139999999999999,3030000000.0
2024-10-20,0.0,0.0,2.39,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.289999999999999,3030000000.0
2024-10-19,0.0,0.0,2.39,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.289999999999999,3030000000.0
2024-10-18,0.0,0.0,2.39,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.289999999999999,3030000000.0
2024-10-17,0.0,0.0,3.13,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.029999999999999,3030000000.0
2024-10-16,0.0,0.0,2.92,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,6.8199999999999985,3030000000.0
2024-10-15,0.0,0.0,3.4,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.299999999999999,3030000000.0
2024-10-14,0.0,0.0,4.01,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.909999999999998,3030000000.0
2024-10-13,0.0,0.0,4.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,8.01,3030000000.0
2024-10-12,0.0,0.0,4.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,8.01,3030000000.0
2024-10-11,0.0,0.0,4.11,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,8.01,3030000000.0
2024-10-10,0.0,0.0,3.75,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.669999999999999,3030000000.0
2024-10-09,0.0,0.0,3.44,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.339999999999999,3030000000.0
2024-10-08,0.0,0.0,3.44,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.359999999999999,3030000000.0
2024-10-07,0.0,0.0,3.19,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.089999999999999,3030000000.0
2024-10-06,0.0,0.0,3.83,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.77,3030000000.0
2024-10-05,0.0,0.0,3.83,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,7.77,3030000000.0
2024-10-04,0.0,0.0,3.83,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.25,3030000000.0
2024-10-03,0.0,0.0,3.97,0.0,0.0,2.23,0.0,0.46,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.85,3030000000.0
2024-10-02,0.0,0.0,4.08,0.0,0.0,2.23,0.0,0.46,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.959999999999999,3030000000.0
2024-10-01,0.0,0.0,3.97,0.0,0.0,2.23,0.0,0.46,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.85,3030000000.0
2024-09-30,0.0,0.0,3.38,0.0,0.0,2.23,0.0,0.46,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.739999999999998,2840000000.0
2024-09-29,0.0,0.0,2.76,0.0,0.0,2.17,0.0,0.46,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.059999999999999,2840000000.0
2024-09-28,0.0,0.0,2.76,0.0,0.0,2.17,0.0,0.46,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.059999999999999,2840000000.0
2024-09-27,0.0,0.0,2.76,0.0,0.0,2.17,0.0,0.46,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,8.059999999999999,2840000000.0
2024-09-26,0.0,0.0,5.05,0.0,0.0,2.29,0.0,0.46,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,10.489999999999998,2840000000.0
2024-09-25,0.0,0.0,6.06,0.0,0.0,2.29,0.0,0.58,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,11.62,2840000000.0
2024-09-24,0.0,0.0,5.96,0.0,0.0,2.36,0.0,0.58,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,11.59,2840000000.0
2024-09-23,0.0,0.0,5.86,0.0,0.0,2.36,0.0,0.58,0.0,0.0,0.48,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,11.49,2840000000.0
2024-09-22,0.0,0.0,6.15,0.0,0.0,2.36,0.0,0.58,0.0,0.0,0.54,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,11.839999999999998,2840000000.0
2024-09-21,0.0,0.0,6.15,0.0,0.0,2.36,0.0,0.58,0.0,0.0,0.54,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,11.839999999999998,2840000000.0
2024-09-20,0.0,0.0,6.15,0.0,0.0,2.36,0.0,0.58,0.0,0.0,0.54,0.0,0.6,0.6,0.0,0.5,0.51,0.0,0.0,0.0,0.0,0.0,11.839999999999998,2840000000.0
2024-09-19,0.0,0.0,6.28,0.0,0.0,2.29,0.0,0.58,0.0,0.0,0.54,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.39,2840000000.0
2024-09-18,0.0,0.0,7.11,0.0,0.0,2.29,0.0,0.58,0.0,0.0,0.62,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.299999999999999,2840000000.0
2024-09-17,0.0,0.0,7.48,0.0,0.0,2.29,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.859999999999998,2840000000.0
2024-09-16,0.0,0.0,7.48,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.919999999999998,2840000000.0
2024-09-15,0.0,0.0,7.38,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.819999999999999,2840000000.0
2024-09-14,0.0,0.0,7.38,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.819999999999999,2840000000.0
2024-09-13,0.0,0.0,7.38,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.819999999999999,2840000000.0
2024-09-12,0.0,0.0,8.04,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.979999999999997,2840000000.0
2024-09-11,0.0,0.0,8.33,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.81,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.299999999999999,2840000000.0
2024-09-10,0.0,0.0,8.45,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.81,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.419999999999998,2840000000.0
2024-09-09,0.0,0.0,8.45,0.0,0.0,2.35,0.0,0.61,0.0,0.0,0.81,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.419999999999998,2840000000.0
2024-09-08,0.0,0.0,7.78,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.81,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,2840000000.0
2024-09-07,0.0,0.0,7.78,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.81,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,2840000000.0
2024-09-06,0.0,0.0,7.78,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.81,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,2840000000.0
2024-09-05,0.0,0.0,7.1,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.899999999999997,2840000000.0
2024-09-04,0.0,0.0,6.74,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.78,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.539999999999997,2840000000.0
2024-09-03,0.0,0.0,6.94,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,2840000000.0
2024-09-02,0.0,0.0,6.81,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.719999999999999,2840000000.0
2024-09-01,0.0,0.0,6.64,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.549999999999999,2840000000.0
2024-08-31,0.0,0.0,6.64,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.549999999999999,2840000000.0
2024-08-30,0.0,0.0,6.64,0.0,0.0,2.21,0.0,0.61,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.549999999999999,2840000000.0
2024-08-29,0.0,0.0,6.33,0.0,0.0,2.21,0.0,0.59,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.219999999999999,2840000000.0
2024-08-28,0.0,0.0,6.33,0.0,0.0,2.21,0.0,0.6,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.229999999999999,2840000000.0
2024-08-27,0.0,0.0,5.82,0.0,0.0,2.21,0.0,0.55,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.670000000000002,2840000000.0
2024-08-26,0.0,0.0,6.06,0.0,0.0,2.11,0.0,0.55,0.0,0.0,0.89,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,2840000000.0
2024-08-25,0.0,0.0,5.69,0.0,0.0,2.11,0.0,0.55,0.0,0.0,0.94,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,2840000000.0
2024-08-24,0.0,0.0,5.69,0.0,0.0,2.11,0.0,0.55,0.0,0.0,0.94,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,2840000000.0
2024-08-23,0.0,0.0,5.69,0.0,0.0,2.11,0.0,0.55,0.0,0.0,0.94,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,2840000000.0
2024-08-22,0.0,0.0,6.55,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.1,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.759999999999998,2840000000.0
2024-08-21,0.0,0.0,6.75,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.1,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.959999999999999,2840000000.0
2024-08-20,0.0,0.0,6.75,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.07,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,2840000000.0
2024-08-19,0.0,0.0,6.43,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.07,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,2840000000.0
2024-08-18,0.0,0.0,6.76,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.14,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01,2840000000.0
2024-08-17,0.0,0.0,6.76,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.14,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01,2840000000.0
2024-08-16,0.0,0.0,6.76,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.14,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01,2840000000.0
2024-08-15,0.0,0.0,6.82,0.0,0.0,2.26,0.0,0.65,0.0,0.0,1.25,0.43,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,2840000000.0
2024-08-14,0.0,0.0,7.32,0.0,0.0,2.32,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,2840000000.0
2024-08-13,0.0,0.0,7.15,0.0,0.0,2.32,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2840000000.0
2024-08-12,0.0,0.0,6.7,0.0,0.0,2.32,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,2840000000.0
2024-08-11,0.0,0.0,6.39,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2840000000.0
2024-08-10,0.0,0.0,6.39,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2840000000.0
2024-08-09,0.0,0.0,6.39,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2840000000.0
2024-08-08,0.0,0.0,6.25,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.25,0.43,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.399999999999999,2840000000.0
2024-08-07,0.0,0.0,6.13,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.25,0.52,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.37,2840000000.0
2024-08-06,0.0,0.0,6.2,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.39,0.52,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,2840000000.0
2024-08-05,0.0,0.0,6.2,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.47,0.69,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,2840000000.0
2024-08-04,0.0,0.0,6.6,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.65,0.77,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489999999999998,2840000000.0
2024-08-03,0.0,0.0,6.6,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.65,0.77,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489999999999998,2840000000.0
2024-08-02,0.0,0.0,6.6,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.65,0.77,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489999999999998,2840000000.0
2024-08-01,0.0,0.0,6.4,0.0,0.0,2.28,0.0,0.65,0.0,0.0,1.73,0.84,0.5,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44,2840000000.0
2024-07-31,0.0,0.0,7.04,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.85,0.84,0.5,0.6,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33,2840000000.0
2024-07-30,0.0,0.0,7.1,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.85,0.84,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.879999999999999,2840000000.0
2024-07-29,0.0,0.0,7.46,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.73,0.84,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,2840000000.0
2024-07-28,0.0,0.0,7.33,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.73,0.84,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2840000000.0
2024-07-27,0.0,0.0,7.33,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.73,0.84,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2840000000.0
2024-07-26,0.0,0.0,7.33,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.73,0.84,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2840000000.0
2024-07-25,0.0,0.0,7.63,0.0,0.0,2.28,0.0,0.71,0.0,0.0,1.65,0.71,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,2840000000.0
2024-07-24,0.0,0.43,7.32,0.0,0.0,2.38,0.0,0.71,0.0,0.0,1.53,0.71,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.089999999999998,2840000000.0
