,TNWE6LERP1CI9IDAZB80,70DNWEAINTGFO4DMV441,54930030NRYV5EVS2N02,549300DCU7KOL83B3B08,549300RHSQCH106OWF77,549300SHI4D0QGWI8X45,549300RZS21MS2DKVC77,549300C4RWHVOOSD9T96,6BS8JLEICI3VGJ264L55,2138001GBION41P49M96,2138005A64T9BK11SV48,5493005Q2J4SQ04HVT95,213800LW6586WAWHGO96,549300ARVD4LVNCUBN81,549300GC5MDF1KXYMP06,549300EJ1ZB4YYIOMD56,0M6M8M9HXLW8D3AU0N32,-096-,Total,Market_capitalization
2024-09-16,0.0,0.0,0.59,1.18,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.61,0.0,0.0,5.24,1350000000.0
2024-09-15,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.61,0.0,0.0,4.55,1350000000.0
2024-09-14,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.61,0.0,0.0,4.55,1350000000.0
2024-09-13,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.61,0.0,0.0,4.55,1350000000.0
2024-09-12,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.61,0.0,0.0,4.670000000000001,1350000000.0
2024-09-11,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.61,0.0,0.0,4.7700000000000005,1350000000.0
2024-09-10,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.61,0.0,0.0,4.9,1350000000.0
2024-09-09,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.61,0.0,0.0,4.78,1350000000.0
2024-09-08,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.61,0.0,0.0,4.71,1350000000.0
2024-09-07,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.61,0.0,0.0,4.71,1350000000.0
2024-09-06,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.61,0.0,0.0,4.71,1350000000.0
2024-09-05,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.61,0.0,0.0,4.61,1350000000.0
2024-09-04,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.61,0.0,0.0,4.61,1350000000.0
2024-09-03,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.51,0.0,0.0,4.51,1350000000.0
2024-09-02,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.27,1350000000.0
2024-09-01,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.1899999999999995,1350000000.0
2024-08-31,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.1899999999999995,1350000000.0
2024-08-30,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.1899999999999995,1350000000.0
2024-08-29,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.1899999999999995,1350000000.0
2024-08-28,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.1899999999999995,1350000000.0
2024-08-27,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.51,0.0,0.0,4.1899999999999995,1350000000.0
2024-08-26,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-25,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-24,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-23,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-22,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-21,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-20,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-19,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.109999999999999,1350000000.0
2024-08-18,0.0,0.0,0.0,1.35,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.239999999999999,1350000000.0
2024-08-17,0.0,0.0,0.0,1.35,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.239999999999999,1350000000.0
2024-08-16,0.0,0.0,0.0,1.35,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.239999999999999,1350000000.0
2024-08-15,0.0,0.0,0.0,1.35,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.239999999999999,1350000000.0
2024-08-14,0.0,0.0,0.0,1.42,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.31,1350000000.0
2024-08-13,0.0,0.0,0.0,1.42,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.51,0.0,0.0,4.409999999999999,1350000000.0
2024-08-12,0.0,0.0,0.0,1.42,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.51,0.0,0.0,4.29,1350000000.0
2024-08-11,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.51,0.0,0.0,4.25,1350000000.0
2024-08-10,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.51,0.0,0.0,4.25,1350000000.0
2024-08-09,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.51,0.0,0.0,4.25,1350000000.0
2024-08-08,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.51,0.0,0.0,4.25,1350000000.0
2024-08-07,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,3.8400000000000003,1350000000.0
2024-08-06,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,3.8800000000000003,1350000000.0
2024-08-05,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,3.8800000000000003,1350000000.0
2024-08-04,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-08-03,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-08-02,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-08-01,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-07-31,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-07-30,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-07-29,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,3.83,1350000000.0
2024-07-28,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.7500000000000004,1350000000.0
2024-07-27,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.7500000000000004,1350000000.0
2024-07-26,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.7500000000000004,1350000000.0
2024-07-25,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.7500000000000004,1350000000.0
2024-07-24,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.62,1350000000.0
2024-07-23,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.62,1350000000.0
2024-07-22,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.5599999999999996,1350000000.0
2024-07-21,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.5599999999999996,1350000000.0
2024-07-20,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.5599999999999996,1350000000.0
2024-07-19,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.5599999999999996,1350000000.0
2024-07-18,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.21,1350000000.0
2024-07-17,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.21,1350000000.0
2024-07-16,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.2299999999999995,1350000000.0
2024-07-15,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.2299999999999995,1350000000.0
2024-07-14,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.2299999999999995,1350000000.0
2024-07-13,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.2299999999999995,1350000000.0
2024-07-12,0.0,0.0,0.0,1.12,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.2299999999999995,1350000000.0
2024-07-11,0.0,0.0,0.0,1.12,0.0,0.46,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.6899999999999995,1350000000.0
2024-07-10,0.0,0.0,0.0,1.12,0.0,0.46,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.6899999999999995,1350000000.0
2024-07-09,0.0,0.0,0.0,1.12,0.0,0.46,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.6899999999999995,1350000000.0
2024-07-08,0.0,0.0,0.0,1.08,0.0,0.52,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3.71,1350000000.0
2024-07-07,0.0,0.0,0.0,1.25,0.0,0.67,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,3.9299999999999997,1350000000.0
2024-07-06,0.0,0.0,0.0,1.25,0.0,0.67,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,3.9299999999999997,1350000000.0
2024-07-05,0.0,0.0,0.0,1.25,0.0,0.67,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,3.9299999999999997,1350000000.0
2024-07-04,0.0,0.0,0.0,1.25,0.0,0.67,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,3.9299999999999997,1350000000.0
2024-07-03,0.0,0.0,0.0,1.25,0.0,0.75,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.01,1350000000.0
2024-07-02,0.0,0.0,0.0,1.37,0.0,0.75,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.13,1350000000.0
2024-07-01,0.0,0.0,0.0,1.37,0.0,0.89,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.2700000000000005,1350000000.0
2024-06-30,0.0,0.0,0.0,1.43,0.0,0.89,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.33,1350000000.0
2024-06-29,0.0,0.0,0.0,1.43,0.0,0.89,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.33,1350000000.0
2024-06-28,0.0,0.0,0.0,1.43,0.0,0.89,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.33,1350000000.0
2024-06-27,0.0,0.0,0.0,1.43,0.0,0.89,0.0,1.39,0.49,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.82,1350000000.0
2024-06-26,0.0,0.0,0.0,1.43,0.0,0.89,0.0,1.39,0.49,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.82,1350000000.0
2024-06-25,0.0,0.0,0.0,1.43,0.0,0.89,0.0,1.39,0.49,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.82,1350000000.0
2024-06-24,0.0,0.0,0.0,1.43,0.0,0.91,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,4.909999999999999,1350000000.0
2024-06-23,0.0,0.0,0.0,1.43,0.0,0.82,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.699999999999999,1350000000.0
2024-06-22,0.0,0.0,0.0,1.43,0.0,0.82,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.699999999999999,1350000000.0
2024-06-21,0.0,0.0,0.0,1.43,0.0,0.82,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.699999999999999,1350000000.0
2024-06-20,0.0,0.0,0.0,1.43,0.0,0.82,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.699999999999999,1350000000.0
2024-06-19,0.0,0.0,0.0,1.43,0.0,0.82,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.699999999999999,1350000000.0
2024-06-18,0.0,0.0,0.0,1.43,0.0,0.78,0.0,1.39,0.56,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.66,1350000000.0
2024-06-17,0.0,0.0,0.0,1.43,0.0,0.78,0.0,1.39,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.71,1350000000.0
2024-06-16,0.0,0.0,0.0,1.43,0.0,0.8,0.0,1.39,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.73,1350000000.0
2024-06-15,0.0,0.0,0.0,1.43,0.0,0.8,0.0,1.39,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.73,1350000000.0
2024-06-14,0.0,0.0,0.0,1.43,0.0,0.8,0.0,1.39,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.73,1350000000.0
2024-06-13,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.59,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.58,1350000000.0
2024-06-12,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.59,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.58,1350000000.0
2024-06-11,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.68,1350000000.0
2024-06-10,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-09,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-08,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-07,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-06,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-05,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-04,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-06-03,0.0,0.0,0.0,1.29,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1350000000.0
2024-06-02,0.0,0.0,0.0,1.29,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1350000000.0
2024-06-01,0.0,0.0,0.0,1.29,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1350000000.0
2024-05-31,0.0,0.0,0.0,1.29,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1350000000.0
2024-05-30,0.0,0.0,0.0,1.29,0.0,0.79,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,1350000000.0
2024-05-29,0.0,0.0,0.0,1.3,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,1350000000.0
2024-05-28,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-27,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-26,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-25,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-24,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-23,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-22,0.0,0.0,0.0,1.21,0.0,0.8,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1350000000.0
2024-05-21,0.0,0.0,0.0,1.18,0.0,0.7,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9599999999999995,1350000000.0
2024-05-20,0.0,0.0,0.0,1.04,0.0,0.7,0.0,1.39,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,1350000000.0
2024-05-19,0.0,0.0,0.0,0.97,0.0,0.7,0.0,1.4,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,1350000000.0
2024-05-18,0.0,0.0,0.0,0.97,0.0,0.7,0.0,1.4,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,1350000000.0
2024-05-17,0.0,0.0,0.0,0.97,0.0,0.7,0.0,1.4,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,1350000000.0
2024-05-16,0.0,0.0,0.0,0.77,0.0,0.7,0.0,1.32,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,1350000000.0
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2024-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2024-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.47,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1350000000.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.47,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1350000000.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.47,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1350000000.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-05-05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-05-04,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1350000000.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,1350000000.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,1350000000.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,1350000000.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,1350000000.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,1350000000.0
