,<05,<1,<2,<5,>=5,GB,Market_capitalization,US,Total
2025-03-09,1,0,0,0,0,0.21,19500000000.0,0.0,0.21
2025-03-08,1,0,0,0,0,0.21,19500000000.0,0.0,0.21
2025-03-07,0,1,0,0,0,0.39,19500000000.0,0.0,0.39
2025-03-06,0,1,0,0,0,0.39,19500000000.0,0.0,0.39
2025-03-05,0,1,0,0,0,0.47,19500000000.0,0.0,0.47
2025-03-04,0,0,1,0,0,0.53,19500000000.0,0.0,0.53
2025-03-03,0,0,1,0,0,0.56,19500000000.0,0.0,0.56
2025-03-02,0,0,1,0,0,0.56,19500000000.0,0.0,0.56
2025-03-01,0,0,1,0,0,0.56,19500000000.0,0.0,0.56
2025-02-28,0,0,1,0,0,0.56,19500000000.0,0.0,0.56
2025-02-27,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-26,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-25,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-24,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-23,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-22,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-21,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-20,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-19,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-18,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-17,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-16,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-15,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-14,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-13,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-12,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-11,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-10,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-09,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-08,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-07,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-06,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-05,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-04,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-03,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-02,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-02-01,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-01-31,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-01-30,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-01-29,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-01-28,0,0,1,0,0,0.59,19500000000.0,0.0,0.59
2025-01-27,0,0,1,0,0,0.55,19500000000.0,0.0,0.55
2025-01-26,0,0,1,0,0,0.55,19500000000.0,0.0,0.55
2025-01-25,0,0,1,0,0,0.55,19500000000.0,0.0,0.55
2025-01-24,0,0,1,0,0,0.55,19500000000.0,0.0,0.55
2025-01-23,0,0,1,0,0,0.55,19500000000.0,0.0,0.55
2025-01-22,0,1,0,0,0,0.3,19500000000.0,0.0,0.3
2025-01-21,0,1,0,0,0,0.3,19500000000.0,0.0,0.3
2025-01-20,0,1,0,0,0,0.3,19500000000.0,0.0,0.3
2025-01-19,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-18,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-17,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-16,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-15,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-14,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-13,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-12,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-11,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-10,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-09,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-08,0,1,0,0,0,0.25,19500000000.0,0.0,0.25
2025-01-07,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2025-01-06,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2025-01-05,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2025-01-04,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2025-01-03,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2025-01-02,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2025-01-01,0,0,0,0,0,0.0,19500000000.0,0.0,0.0
2024-12-31,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-30,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-29,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-28,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-27,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-26,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-25,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-24,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-23,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-22,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-21,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-20,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-19,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-18,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-17,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-16,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-15,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-14,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-13,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-12,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-11,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-10,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-09,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-08,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-07,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-06,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-05,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-04,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-03,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-02,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-12-01,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-11-30,0,0,0,0,0,0.0,19060790000.0,0.0,0.0
2024-11-29,1,0,0,0,0,0.24,19060790000.0,0.0,0.24
2024-11-28,1,0,0,0,0,0.24,19060790000.0,0.0,0.24
2024-11-27,0,1,0,0,0,0.46,19060790000.0,0.0,0.46
2024-11-26,0,0,1,0,0,0.5,19060790000.0,0.0,0.5
2024-11-25,0,0,1,0,0,0.5,19060790000.0,0.0,0.5
2024-11-24,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-23,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-22,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-21,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-20,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-19,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-18,0,0,1,0,0,0.56,19060790000.0,0.0,0.56
2024-11-17,0,0,1,0,0,0.61,19060790000.0,0.0,0.61
2024-11-16,0,0,1,0,0,0.61,19060790000.0,0.0,0.61
2024-11-15,0,0,1,0,0,0.61,19060790000.0,0.0,0.61
2024-11-14,0,0,1,0,0,0.61,19060790000.0,0.0,0.61
2024-11-13,0,0,1,0,0,0.63,19060790000.0,0.0,0.63
2024-11-12,0,0,1,0,0,0.88,19060790000.0,0.0,0.88
2024-11-11,0,0,1,0,0,0.88,19060790000.0,0.0,0.88
2024-11-10,0,0,1,0,0,0.88,19060790000.0,0.0,0.88
2024-11-09,0,0,1,0,0,0.88,19060790000.0,0.0,0.88
2024-11-08,0,0,1,0,0,0.88,19060790000.0,0.0,0.88
2024-11-07,0,0,1,0,0,0.96,19060790000.0,0.0,0.96
2024-11-06,0,0,0,1,0,1.06,19060790000.0,0.0,1.06
2024-11-05,0,0,0,1,0,1.06,19060790000.0,0.0,1.06
2024-11-04,0,0,0,1,0,1.06,19060790000.0,0.0,1.06
2024-11-03,0,0,0,1,0,1.15,19060790000.0,0.0,1.15
2024-11-02,0,0,0,1,0,1.15,19060790000.0,0.0,1.15
2024-11-01,0,0,0,1,0,1.15,19060790000.0,0.0,1.15
2024-10-31,0,0,0,1,0,1.15,19060790000.0,0.0,1.15
2024-10-30,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-29,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-28,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-27,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-26,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-25,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-24,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-23,0,0,0,1,0,1.2,19060790000.0,0.0,1.2
2024-10-22,0,0,0,1,0,1.27,19060790000.0,0.0,1.27
2024-10-21,0,0,0,1,0,1.27,19060790000.0,0.0,1.27
2024-10-20,0,0,0,1,0,1.31,19060790000.0,0.0,1.31
2024-10-19,0,0,0,1,0,1.31,19060790000.0,0.0,1.31
2024-10-18,0,0,0,1,0,1.31,19060790000.0,0.0,1.31
2024-10-17,0,0,0,1,0,1.36,19060790000.0,0.0,1.36
2024-10-16,0,0,0,1,0,1.42,19060790000.0,0.0,1.42
2024-10-15,0,0,0,1,0,1.54,19060790000.0,0.0,1.54
2024-10-14,1,0,0,1,0,1.54,19060790000.0,0.21,1.75
2024-10-13,1,0,0,1,0,1.54,19060790000.0,0.21,1.75
2024-10-12,1,0,0,1,0,1.54,19060790000.0,0.21,1.75
2024-10-11,1,0,0,1,0,1.54,19060790000.0,0.21,1.75
2024-10-10,1,0,0,1,0,1.49,19060790000.0,0.21,1.7
2024-10-09,0,1,0,1,0,1.49,19060790000.0,0.25,1.74
2024-10-08,0,1,0,1,0,1.49,19060790000.0,0.25,1.74
2024-10-07,0,1,0,1,0,1.49,19060790000.0,0.25,1.74
2024-10-06,0,1,0,1,0,1.49,19060790000.0,0.3,1.79
2024-10-05,0,1,0,1,0,1.49,19060790000.0,0.3,1.79
2024-10-04,0,1,0,1,0,1.49,19060790000.0,0.3,1.79
2024-10-03,0,1,0,1,0,1.49,19060790000.0,0.3,1.79
2024-10-02,0,1,0,1,0,1.49,19060790000.0,0.3,1.79
2024-10-01,0,1,0,1,0,1.49,19060790000.0,0.3,1.79
2024-09-30,0,1,0,1,0,1.48,19090640000.0,0.3,1.78
2024-09-29,0,1,0,1,0,1.48,19090640000.0,0.3,1.78
2024-09-28,0,1,0,1,0,1.48,19090640000.0,0.3,1.78
2024-09-27,0,1,0,1,0,1.48,19090640000.0,0.3,1.78
2024-09-26,0,1,0,1,0,1.43,19090640000.0,0.3,1.73
2024-09-25,0,1,0,1,0,1.38,19090640000.0,0.3,1.68
2024-09-24,0,1,0,1,0,1.38,19090640000.0,0.3,1.68
2024-09-23,0,1,0,1,0,1.38,19090640000.0,0.3,1.68
2024-09-22,0,1,0,1,0,1.38,19090640000.0,0.26,1.64
2024-09-21,0,1,0,1,0,1.38,19090640000.0,0.26,1.64
2024-09-20,0,1,0,1,0,1.38,19090640000.0,0.26,1.64
2024-09-19,0,1,0,1,0,1.34,19090640000.0,0.3,1.6400000000000001
2024-09-18,0,1,0,1,0,1.38,19090640000.0,0.3,1.68
2024-09-17,0,1,0,1,0,1.38,19090640000.0,0.3,1.68
2024-09-16,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-15,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-14,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-13,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-12,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-11,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-10,0,1,0,1,0,1.33,19090640000.0,0.3,1.6300000000000001
2024-09-09,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-08,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-07,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-06,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-05,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-04,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-03,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-02,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-09-01,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-08-31,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-08-30,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-08-29,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-28,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-27,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-26,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-25,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-24,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-23,0,1,0,1,0,1.52,19090640000.0,0.3,1.82
2024-08-22,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-08-21,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
2024-08-20,0,1,0,1,0,1.27,19090640000.0,0.3,1.57
