,-unknown-,<05,<1,<2,<5,>=5,FR,GB,Market_capitalization,US,Total
2024-02-28,0.98,False,False,False,False,True,1.11,4.77,2590000000.0,1.71,8.57
2024-02-27,0.98,False,False,False,False,True,1.11,4.77,2590000000.0,1.71,8.57
2024-02-26,0.98,False,False,False,False,True,1.11,4.77,2590000000.0,1.71,8.57
2024-02-25,0.98,False,False,False,False,True,1.11,4.77,2590000000.0,1.71,8.57
2024-02-24,0.98,False,False,False,False,True,1.11,4.77,2590000000.0,1.71,8.57
2024-02-23,0.98,False,False,False,False,True,1.11,4.77,2590000000.0,1.71,8.57
2024-02-22,1.19,False,False,False,False,True,1.09,4.77,2590000000.0,1.68,8.73
2024-02-21,1.2,False,False,False,False,True,1.09,4.66,2590000000.0,1.68,8.63
2024-02-20,1.2,False,False,False,False,True,1.09,4.59,2590000000.0,1.74,8.62
2024-02-19,1.12,False,False,False,False,True,1.09,4.67,2590000000.0,1.74,8.62
2024-02-18,1.12,False,False,False,False,True,1.09,4.67,2590000000.0,1.74,8.62
2024-02-17,1.12,False,False,False,False,True,1.09,4.67,2590000000.0,1.74,8.62
2024-02-16,1.12,False,False,False,False,True,1.09,4.67,2590000000.0,1.74,8.62
2024-02-15,1.12,False,False,False,False,True,1.09,4.57,2590000000.0,1.74,8.52
2024-02-14,1.12,False,False,False,False,True,1.11,4.44,2590000000.0,1.74,8.41
2024-02-13,1.12,False,False,False,False,True,1.1,4.44,2590000000.0,1.74,8.4
2024-02-12,1.12,False,False,False,False,True,1.1,4.25,2590000000.0,1.63,8.100000000000001
2024-02-11,1.06,False,False,False,False,True,1.11,4.25,2590000000.0,1.49,7.91
2024-02-10,1.06,False,False,False,False,True,1.11,4.25,2590000000.0,1.49,7.91
2024-02-09,1.06,False,False,False,False,True,1.11,4.25,2590000000.0,1.49,7.91
2024-02-08,1.06,False,False,False,False,True,1.11,3.7,2590000000.0,1.48,7.35
2024-02-07,1.06,False,False,False,False,True,1.11,3.11,2590000000.0,1.45,6.7299999999999995
2024-02-06,1.06,False,False,False,False,True,1.11,3.11,2590000000.0,1.45,6.7299999999999995
2024-02-05,1.06,False,False,False,False,True,1.11,3.04,2590000000.0,1.45,6.66
2024-02-04,1.06,False,False,False,False,True,0.5,2.92,2590000000.0,1.56,6.040000000000001
2024-02-03,1.06,False,False,False,False,True,0.5,2.92,2590000000.0,1.56,6.040000000000001
2024-02-02,1.06,False,False,False,False,True,0.5,2.92,2590000000.0,1.56,6.040000000000001
2024-02-01,0.95,False,False,False,False,True,0.5,2.92,2590000000.0,1.06,5.43
2024-01-31,0.95,False,False,False,False,True,0.5,2.81,2590000000.0,1.12,5.38
2024-01-30,0.95,False,False,False,False,True,0.5,2.81,2590000000.0,1.09,5.35
2024-01-29,0.95,False,False,False,False,True,0.5,2.67,2590000000.0,1.15,5.27
2024-01-28,0.82,False,False,False,False,True,0.5,2.67,2590000000.0,1.15,5.14
2024-01-27,0.82,False,False,False,False,True,0.5,2.67,2590000000.0,1.15,5.14
2024-01-26,0.82,False,False,False,False,True,0.5,2.55,2590000000.0,1.15,5.02
2024-01-25,0.82,False,False,False,False,True,0.5,2.55,2590000000.0,1.15,5.02
2024-01-24,0.7,False,False,False,True,False,0.5,2.45,2590000000.0,1.15,4.800000000000001
2024-01-23,0.7,False,False,False,True,False,0.5,2.45,2590000000.0,1.15,4.800000000000001
2024-01-22,0.7,False,False,False,True,False,0.5,2.45,2590000000.0,1.15,4.800000000000001
2024-01-21,0.69,False,False,False,True,False,0.5,2.37,2590000000.0,1.03,4.59
2024-01-20,0.69,False,False,False,True,False,0.5,2.37,2590000000.0,1.03,4.59
2024-01-19,0.69,False,False,False,True,False,0.5,2.37,2590000000.0,1.03,4.59
2024-01-18,0.69,False,False,False,True,False,0.5,2.49,2590000000.0,1.03,4.71
2024-01-17,0.69,False,False,False,True,False,0.5,2.37,2590000000.0,1.0,4.5600000000000005
2024-01-16,0.69,False,False,False,True,False,0.5,2.37,2590000000.0,0.97,4.53
2024-01-15,0.69,False,False,False,True,False,0.5,2.37,2590000000.0,0.97,4.53
2024-01-14,0.79,False,False,False,True,False,0.5,2.37,2590000000.0,0.97,4.63
2024-01-13,0.79,False,False,False,True,False,0.5,2.37,2590000000.0,0.97,4.63
2024-01-12,0.79,False,False,False,True,False,0.5,2.37,2590000000.0,0.97,4.63
2024-01-11,0.79,False,False,False,True,False,0.5,2.37,2590000000.0,0.96,4.62
2024-01-10,0.79,False,False,False,True,False,0.5,2.35,2590000000.0,0.96,4.6
2024-01-09,0.79,False,False,False,True,False,0.0,2.35,2590000000.0,0.96,4.1
2024-01-08,0.88,False,False,False,True,False,0.0,2.48,2590000000.0,0.99,4.35
2024-01-07,0.88,False,False,False,True,False,0.0,2.48,2590000000.0,0.49,3.8499999999999996
2024-01-06,0.88,False,False,False,True,False,0.0,2.48,2590000000.0,0.49,3.8499999999999996
2024-01-05,0.88,False,False,False,True,False,0.0,2.48,2590000000.0,0.49,3.8499999999999996
2024-01-04,0.88,False,False,False,True,False,0.0,2.58,2590000000.0,0.49,3.95
2024-01-03,0.9,False,False,False,True,False,0.0,2.58,2590000000.0,0.5,3.98
2024-01-02,1.07,False,False,False,True,False,0.0,2.7,2590000000.0,0.5,4.2700000000000005
2024-01-01,1.07,False,False,False,True,False,0.0,2.82,2590000000.0,0.5,4.39
2023-12-31,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-30,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-29,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-28,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-27,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-26,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-25,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-24,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-23,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-22,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-21,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.5,4.39
2023-12-20,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.49,4.38
2023-12-19,1.07,False,False,False,True,False,0.0,2.74,2640000000.0,0.49,4.300000000000001
2023-12-18,1.07,False,False,False,True,False,0.0,2.74,2640000000.0,0.49,4.300000000000001
2023-12-17,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.49,4.38
2023-12-16,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.49,4.38
2023-12-15,1.07,False,False,False,True,False,0.0,2.82,2640000000.0,0.49,4.38
2023-12-14,1.12,False,False,False,True,False,0.0,2.82,2640000000.0,0.49,4.43
2023-12-13,1.23,False,False,False,True,False,0.0,2.96,2640000000.0,0.49,4.68
2023-12-12,1.19,False,False,False,True,False,0.0,2.96,2640000000.0,0.5,4.65
2023-12-11,1.19,False,False,False,True,False,0.0,3.05,2640000000.0,0.5,4.74
2023-12-10,1.2,False,False,False,True,False,0.0,3.05,2640000000.0,0.5,4.75
2023-12-09,1.2,False,False,False,True,False,0.0,3.05,2640000000.0,0.5,4.75
2023-12-08,1.2,False,False,False,True,False,0.0,3.05,2640000000.0,0.5,4.75
2023-12-07,1.19,False,False,False,True,False,0.0,3.05,2640000000.0,0.5,4.74
2023-12-06,1.2,False,False,False,True,False,0.0,2.93,2640000000.0,0.5,4.63
2023-12-05,1.2,False,False,False,True,False,0.0,2.93,2640000000.0,0.5,4.63
2023-12-04,1.2,False,False,False,True,False,0.0,2.93,2640000000.0,0.5,4.63
2023-12-03,1.2,False,False,False,True,False,0.0,2.95,2640000000.0,0.5,4.65
2023-12-02,1.2,False,False,False,True,False,0.0,2.95,2640000000.0,0.5,4.65
2023-12-01,1.2,False,False,False,True,False,0.0,2.95,2640000000.0,0.5,4.65
2023-11-30,1.2,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.62
2023-11-29,1.2,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.62
2023-11-28,1.2,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.62
2023-11-27,1.2,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.62
2023-11-26,1.18,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.6
2023-11-25,1.18,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.6
2023-11-24,1.18,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.6
2023-11-23,1.27,False,False,False,True,False,0.0,2.92,2640000000.0,0.5,4.6899999999999995
2023-11-22,1.27,False,False,False,True,False,0.0,3.04,2640000000.0,0.48,4.790000000000001
2023-11-21,1.27,False,False,False,True,False,0.0,3.04,2640000000.0,0.48,4.790000000000001
2023-11-20,1.37,False,False,False,True,False,0.0,3.04,2640000000.0,0.48,4.890000000000001
2023-11-19,1.37,False,False,False,True,False,0.0,3.08,2640000000.0,0.48,4.93
2023-11-18,1.37,False,False,False,True,False,0.0,3.08,2640000000.0,0.48,4.93
2023-11-17,1.37,False,False,False,True,False,0.0,3.08,2640000000.0,0.48,4.93
2023-11-16,1.37,False,False,False,True,False,0.0,2.93,2640000000.0,0.48,4.780000000000001
2023-11-15,1.37,False,False,False,True,False,0.0,2.72,2640000000.0,0.48,4.57
2023-11-14,1.37,False,False,False,True,False,0.0,2.72,2640000000.0,0.5,4.59
2023-11-13,1.43,False,False,False,True,False,0.0,2.72,2640000000.0,0.5,4.65
2023-11-12,1.36,False,False,False,True,False,0.0,2.74,2640000000.0,0.48,4.58
2023-11-11,1.36,False,False,False,True,False,0.0,2.74,2640000000.0,0.48,4.58
2023-11-10,1.36,False,False,False,True,False,0.0,2.74,2640000000.0,0.48,4.58
2023-11-09,1.36,False,False,False,False,True,0.0,2.74,2640000000.0,0.98,5.08
2023-11-08,1.36,False,False,False,False,True,0.0,2.74,2640000000.0,0.98,5.08
2023-11-07,1.23,False,False,False,False,True,0.0,2.81,2640000000.0,1.0,5.04
2023-11-06,1.23,False,False,False,True,False,0.0,2.7,2640000000.0,0.99,4.92
2023-11-05,1.23,False,False,False,False,True,0.0,2.78,2640000000.0,0.99,5.0
2023-11-04,1.23,False,False,False,False,True,0.0,2.78,2640000000.0,0.99,5.0
2023-11-03,1.23,False,False,False,True,False,0.0,2.63,2640000000.0,0.99,4.85
2023-11-02,1.12,False,False,False,True,False,0.0,2.63,2640000000.0,0.99,4.74
2023-11-01,1.12,False,False,False,True,False,0.0,2.63,2640000000.0,1.09,4.84
2023-10-31,1.12,False,False,False,True,False,0.0,2.06,2640000000.0,1.09,4.2700000000000005
2023-10-30,1.12,False,False,False,True,False,0.0,2.06,2640000000.0,1.09,4.2700000000000005
2023-10-29,1.12,False,False,False,True,False,0.0,2.17,2640000000.0,1.09,4.38
2023-10-28,1.12,False,False,False,True,False,0.0,2.17,2640000000.0,1.09,4.38
2023-10-27,1.12,False,False,False,True,False,0.0,2.17,2640000000.0,1.09,4.38
2023-10-26,1.05,False,False,False,True,False,0.0,2.19,2640000000.0,1.09,4.33
2023-10-25,1.05,False,False,False,True,False,0.0,2.19,2640000000.0,1.09,4.33
2023-10-24,0.9,False,False,False,True,False,0.0,2.19,2640000000.0,1.09,4.18
2023-10-23,0.9,False,False,False,True,False,0.0,2.19,2640000000.0,1.09,4.18
2023-10-22,0.82,False,False,False,True,False,0.0,2.06,2640000000.0,1.09,3.9699999999999998
2023-10-21,0.82,False,False,False,True,False,0.0,2.06,2640000000.0,1.09,3.9699999999999998
2023-10-20,0.82,False,False,False,True,False,0.0,2.06,2640000000.0,1.09,3.9699999999999998
2023-10-19,0.82,False,False,False,True,False,0.0,2.0,2640000000.0,1.09,3.91
2023-10-18,0.82,False,False,False,True,False,0.0,1.98,2640000000.0,1.09,3.8899999999999997
2023-10-17,0.91,False,False,False,True,False,0.0,1.98,2640000000.0,1.09,3.9800000000000004
2023-10-16,0.89,False,False,False,True,False,0.0,1.98,2640000000.0,1.09,3.96
2023-10-15,0.91,False,False,False,True,False,0.0,1.98,2640000000.0,1.09,3.9800000000000004
2023-10-14,0.91,False,False,False,True,False,0.52,1.98,2640000000.0,1.09,4.5
2023-10-13,0.91,False,False,False,True,False,0.52,1.98,2640000000.0,1.09,4.5
2023-10-12,0.85,False,False,False,True,False,0.52,1.98,2640000000.0,1.09,4.44
2023-10-11,0.85,False,False,False,True,False,0.52,1.95,2640000000.0,1.09,4.41
2023-10-10,0.93,False,False,False,True,False,0.52,2.0,2640000000.0,1.09,4.54
2023-10-09,0.93,False,False,False,True,False,0.52,2.07,2640000000.0,1.1,4.62
2023-10-08,0.93,False,False,False,True,False,0.52,2.07,2640000000.0,1.1,4.62
2023-10-07,0.93,False,False,False,True,False,0.52,2.07,2640000000.0,1.1,4.62
2023-10-06,0.93,False,False,False,False,True,0.52,2.07,2640000000.0,1.6,5.12
2023-10-05,0.8,False,False,False,True,False,0.52,1.97,2640000000.0,1.6,4.890000000000001
2023-10-04,0.8,False,False,False,True,False,0.52,1.97,2640000000.0,1.6,4.890000000000001
2023-10-03,0.8,False,False,False,True,False,0.52,1.86,2640000000.0,1.6,4.78
2023-10-02,0.7,False,False,False,True,False,0.52,1.71,2640000000.0,1.6,4.529999999999999
2023-10-01,0.7,False,False,False,True,False,0.52,1.71,2640000000.0,1.6,4.529999999999999
2023-09-30,0.7,False,False,False,True,False,0.52,1.71,2640000000.0,1.6,4.529999999999999
2023-09-29,0.7,False,False,False,True,False,0.52,1.71,2640000000.0,1.6,4.529999999999999
2023-09-28,0.62,False,False,False,True,False,0.52,1.88,2640000000.0,1.6,4.62
2023-09-27,0.51,False,False,False,True,False,0.52,1.84,2640000000.0,1.6,4.470000000000001
2023-09-26,0.51,False,False,False,True,False,0.52,1.84,2640000000.0,1.6,4.470000000000001
2023-09-25,0.51,False,False,False,True,False,0.52,1.91,2640000000.0,1.6,4.54
2023-09-24,0.51,False,False,False,True,False,0.52,1.82,2640000000.0,1.6,4.45
2023-09-23,0.51,False,False,False,True,False,0.52,1.82,2640000000.0,1.6,4.45
2023-09-22,0.51,False,False,False,True,False,0.52,1.82,2640000000.0,1.6,4.45
2023-09-21,0.51,False,False,False,True,False,0.52,1.82,2640000000.0,1.6,4.45
2023-09-20,0.51,False,False,False,True,False,0.52,1.73,2640000000.0,1.6,4.359999999999999
2023-09-19,0.0,False,False,False,True,False,0.52,1.73,2640000000.0,1.57,3.8200000000000003
2023-09-18,0.0,False,False,False,True,False,0.52,1.59,2640000000.0,1.57,3.6800000000000006
2023-09-17,0.0,False,False,False,True,False,0.52,1.59,2640000000.0,1.57,3.6800000000000006
2023-09-16,0.0,False,False,False,True,False,0.52,1.59,2640000000.0,1.57,3.6800000000000006
2023-09-15,0.0,False,False,False,True,False,0.52,1.59,2640000000.0,1.57,3.6800000000000006
2023-09-14,0.0,False,False,False,True,False,0.52,1.64,2640000000.0,1.57,3.7300000000000004
2023-09-13,0.0,False,False,False,True,False,0.52,1.81,2640000000.0,1.57,3.9000000000000004
2023-09-12,0.0,False,False,False,True,False,0.52,1.81,2640000000.0,1.57,3.9000000000000004
2023-09-11,0.0,False,False,False,True,False,0.52,1.81,2640000000.0,1.57,3.9000000000000004
2023-09-10,0.0,False,False,False,True,False,0.52,1.69,2640000000.0,1.57,3.7800000000000002
2023-09-09,0.0,False,False,False,True,False,0.52,1.69,2640000000.0,1.57,3.7800000000000002
2023-09-08,0.0,False,False,False,True,False,0.52,1.69,2640000000.0,1.57,3.7800000000000002
2023-09-07,0.0,False,False,False,True,False,0.52,1.69,2640000000.0,1.57,3.7800000000000002
2023-09-06,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.57,3.88
2023-09-05,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.57,3.88
2023-09-04,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.6,3.91
2023-09-03,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.6,3.91
2023-09-02,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.6,3.91
2023-09-01,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.6,3.91
2023-08-31,0.0,False,False,False,True,False,0.52,1.79,2640000000.0,1.6,3.91
2023-08-30,0.0,False,False,False,True,False,0.52,1.72,2640000000.0,1.58,3.8200000000000003
2023-08-29,0.0,False,False,False,True,False,0.52,1.81,2640000000.0,1.58,3.91
2023-08-28,0.0,False,False,False,True,False,0.52,1.81,2640000000.0,1.58,3.91
2023-08-27,0.0,False,False,False,True,False,0.52,1.85,2640000000.0,1.58,3.95
2023-08-26,0.0,False,False,False,True,False,0.52,1.85,2640000000.0,1.58,3.95
2023-08-25,0.0,False,False,False,True,False,0.52,1.85,2640000000.0,1.58,3.95
2023-08-24,0.0,False,False,False,True,False,0.52,1.85,2640000000.0,1.58,3.95
2023-08-23,0.0,False,False,False,True,False,0.52,1.85,2640000000.0,1.58,3.95
2023-08-22,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-21,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-20,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-19,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-18,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-17,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-16,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-15,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-14,0.0,False,False,False,True,False,0.52,1.76,2640000000.0,1.6,3.8800000000000003
2023-08-13,0.0,False,False,False,True,False,0.52,1.62,2640000000.0,1.6,3.74
2023-08-12,0.0,False,False,False,True,False,0.52,1.62,2640000000.0,1.6,3.74
2023-08-11,0.0,False,False,False,True,False,0.52,1.62,2640000000.0,1.6,3.74
2023-08-10,0.0,False,False,False,True,False,0.52,1.62,2640000000.0,1.6,3.74
2023-08-09,0.0,False,False,False,True,False,0.52,1.47,2640000000.0,1.6,3.59
2023-08-08,0.0,False,False,False,True,False,0.52,1.5,2640000000.0,1.6,3.62
2023-08-07,0.0,False,False,False,True,False,0.52,1.5,2640000000.0,1.6,3.62
2023-08-06,0.0,False,False,False,True,False,0.52,1.41,2640000000.0,1.6,3.5300000000000002
2023-08-05,0.0,False,False,False,True,False,0.52,1.41,2640000000.0,1.6,3.5300000000000002
2023-08-04,0.0,False,False,False,True,False,0.52,1.41,2640000000.0,1.6,3.5300000000000002
2023-08-03,0.0,False,False,False,True,False,0.52,1.38,2640000000.0,1.6,3.5
2023-08-02,0.0,False,False,False,True,False,0.52,1.52,2640000000.0,1.6,3.64
2023-08-01,0.0,False,False,False,True,False,0.52,1.52,2640000000.0,1.6,3.64
2023-07-31,0.0,False,False,False,True,False,0.52,1.52,2640000000.0,1.6,3.64
2023-07-30,0.0,False,False,False,True,False,0.52,1.52,2640000000.0,1.6,3.64
2023-07-29,0.0,False,False,False,True,False,0.52,2.15,2640000000.0,1.6,4.27
2023-07-28,0.0,False,False,False,True,False,0.52,2.15,2640000000.0,1.6,4.27
2023-07-27,0.0,False,False,False,True,False,0.52,2.15,2640000000.0,1.6,4.27
2023-07-26,0.0,False,False,False,True,False,0.52,2.33,2640000000.0,1.6,4.45
2023-07-25,0.0,False,False,False,True,False,0.52,2.49,2640000000.0,1.6,4.61
2023-07-24,0.0,False,False,False,True,False,0.49,2.39,2640000000.0,1.6,4.48
2023-07-23,0.0,False,False,False,True,False,0.49,2.39,2640000000.0,1.6,4.48
2023-07-22,0.0,False,False,False,True,False,0.49,2.39,2640000000.0,1.6,4.48
2023-07-21,0.0,False,False,False,True,False,0.49,2.39,2640000000.0,1.6,4.48
2023-07-20,0.0,False,False,False,True,False,0.49,2.39,2640000000.0,1.6,4.48
2023-07-19,0.0,False,False,False,True,False,0.49,2.43,2640000000.0,1.6,4.52
2023-07-18,0.0,False,False,False,True,False,0.49,2.43,2640000000.0,1.48,4.4
2023-07-17,0.0,False,False,False,True,False,0.49,2.43,2640000000.0,1.48,4.4
2023-07-16,0.0,False,False,False,True,False,0.52,2.43,2640000000.0,1.48,4.43
2023-07-15,0.0,False,False,False,True,False,0.52,2.43,2640000000.0,1.48,4.43
2023-07-14,0.0,False,False,False,True,False,0.52,2.43,2640000000.0,1.48,4.43
2023-07-13,0.0,False,False,False,True,False,0.52,2.43,2640000000.0,1.48,4.43
2023-07-12,0.0,False,False,False,True,False,0.52,2.5,2640000000.0,1.48,4.5
2023-07-11,0.0,False,False,False,True,False,0.52,2.54,2640000000.0,1.48,4.54
2023-07-10,0.0,False,False,False,True,False,0.52,2.6,2640000000.0,1.5,4.62
2023-07-09,0.0,False,False,False,True,False,0.52,2.36,2640000000.0,1.49,4.37
2023-07-08,0.0,False,False,False,True,False,0.52,2.36,2640000000.0,1.49,4.37
2023-07-07,0.0,False,False,False,True,False,0.52,2.36,2640000000.0,1.49,4.37
2023-07-06,0.0,False,False,False,True,False,0.52,2.36,2640000000.0,1.52,4.4
2023-07-05,0.0,False,False,False,True,False,0.52,2.36,2640000000.0,1.52,4.4
2023-07-04,0.0,False,False,False,True,False,0.52,2.29,2640000000.0,1.52,4.33
2023-07-03,0.0,False,False,False,True,False,0.52,2.29,2640000000.0,1.52,4.33
2023-07-02,0.0,False,False,False,True,False,0.52,2.18,2640000000.0,1.52,4.220000000000001
2023-07-01,0.0,False,False,False,True,False,0.52,2.18,2640000000.0,1.52,4.220000000000001
2023-06-30,0.0,False,False,False,True,False,0.52,2.18,2640000000.0,1.52,4.220000000000001
2023-06-29,0.0,False,False,False,True,False,0.52,2.14,2640000000.0,1.52,4.18
2023-06-28,0.0,False,False,False,True,False,0.52,2.15,2640000000.0,1.45,4.12
2023-06-27,0.0,False,False,False,True,False,0.52,2.05,2640000000.0,1.45,4.02
2023-06-26,0.0,False,False,False,True,False,0.52,1.93,2640000000.0,1.46,3.91
2023-06-25,0.0,False,False,False,True,False,0.52,1.93,2640000000.0,1.46,3.91
2023-06-24,0.0,False,False,False,True,False,0.52,1.93,2640000000.0,1.46,3.91
2023-06-23,0.0,False,False,False,True,False,0.52,1.93,2640000000.0,1.46,3.91
2023-06-22,0.0,False,False,False,True,False,0.52,1.87,2640000000.0,1.46,3.85
2023-06-21,0.0,False,False,False,True,False,0.52,1.87,2640000000.0,1.46,3.85
2023-06-20,0.0,False,False,False,True,False,0.52,1.68,2640000000.0,1.53,3.7300000000000004
2023-06-19,0.0,False,False,False,True,False,0.52,1.68,2640000000.0,1.53,3.7300000000000004
2023-06-18,0.0,False,False,False,True,False,0.52,1.68,2640000000.0,1.53,3.7300000000000004
2023-06-17,0.0,False,False,False,True,False,0.52,1.68,2640000000.0,1.53,3.7300000000000004
2023-06-16,0.0,False,False,False,True,False,0.52,1.68,2640000000.0,1.5,3.7
2023-06-15,0.0,False,False,False,True,False,0.52,1.66,2640000000.0,1.5,3.6799999999999997
2023-06-14,0.0,False,False,False,True,False,0.52,1.63,2640000000.0,1.45,3.5999999999999996
2023-06-13,0.0,False,False,False,True,False,0.49,1.79,2640000000.0,1.45,3.7300000000000004
2023-06-12,0.0,False,False,False,True,False,0.5,1.79,2640000000.0,1.45,3.74
2023-06-11,0.0,False,False,False,True,False,0.5,1.79,2640000000.0,1.45,3.74
2023-06-10,0.0,False,False,False,True,False,0.5,1.79,2640000000.0,1.45,3.74
2023-06-09,0.0,False,False,False,True,False,0.5,1.79,2640000000.0,1.39,3.6799999999999997
2023-06-08,0.0,False,False,False,True,False,0.5,1.98,2640000000.0,1.42,3.9
2023-06-07,0.0,False,False,False,True,False,0.5,2.05,2640000000.0,1.42,3.9699999999999998
2023-06-06,0.0,False,False,False,True,False,0.5,2.05,2640000000.0,1.46,4.01
2023-06-05,0.0,False,False,False,True,False,0.5,1.97,2640000000.0,1.45,3.92
2023-06-04,0.0,False,False,False,True,False,0.5,1.97,2640000000.0,1.45,3.92
2023-06-03,0.0,False,False,False,True,False,0.5,1.97,2640000000.0,1.45,3.92
2023-06-02,0.0,False,False,False,True,False,0.5,1.97,2640000000.0,1.45,3.92
2023-06-01,0.0,False,False,False,True,False,0.5,1.97,2640000000.0,1.52,3.9899999999999998
2023-05-31,0.0,False,False,False,True,False,0.5,2.0,2640000000.0,1.02,3.52
2023-05-30,0.0,False,False,False,True,False,0.5,1.97,2640000000.0,1.02,3.4899999999999998
2023-05-29,0.0,False,False,False,True,False,0.0,1.97,2640000000.0,1.02,2.99
2023-05-28,0.0,False,False,False,True,False,0.0,1.97,2640000000.0,1.02,2.99
2023-05-27,0.0,False,False,False,True,False,0.0,1.97,2640000000.0,1.02,2.99
2023-05-26,0.0,False,False,False,True,False,0.0,1.97,2640000000.0,1.02,2.99
2023-05-25,0.0,False,False,True,False,False,0.0,1.81,2640000000.0,0.0,1.81
2023-05-24,0.0,False,False,True,False,False,0.0,1.84,2640000000.0,0.0,1.84
2023-05-23,0.0,False,False,False,True,False,0.0,2.02,2640000000.0,0.0,2.02
2023-05-22,0.0,False,False,True,False,False,0.0,1.96,2640000000.0,0.0,1.96
2023-05-21,0.0,False,False,True,False,False,0.0,1.96,2640000000.0,0.0,1.96
2023-05-20,0.0,False,False,True,False,False,0.0,1.96,2640000000.0,0.0,1.96
2023-05-19,0.5,False,False,False,True,False,0.0,1.96,2640000000.0,0.0,2.46
2023-05-18,0.5,False,False,False,True,False,0.0,1.96,2640000000.0,0.0,2.46
2023-05-17,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-16,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-15,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-14,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-13,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-12,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-11,0.5,False,False,False,True,False,0.0,1.95,2640000000.0,0.0,2.45
2023-05-10,0.5,False,False,False,True,False,0.0,1.83,2640000000.0,0.0,2.33
