,-unknown-,<05,<1,<2,<5,>=5,CA,FR,GB,IE,JE,Market_capitalization,US,Total
2024-07-12,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-11,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-10,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-09,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-08,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-07,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-06,0.0,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.21
2024-07-05,0.37,False,False,False,True,False,0.0,0.0,2.24,0.0,0.0,626340000.0,0.97,3.58
2024-07-04,0.37,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,626340000.0,0.97,3.71
2024-07-03,0.37,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,626340000.0,0.99,3.7300000000000004
2024-07-02,0.37,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,626340000.0,0.99,3.7300000000000004
2024-07-01,0.37,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,626340000.0,0.99,3.7300000000000004
2024-06-30,0.72,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,914690000.0,0.99,4.08
2024-06-29,0.72,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,914690000.0,0.99,4.08
2024-06-28,0.72,False,False,False,True,False,0.0,0.0,2.37,0.0,0.0,914690000.0,0.99,4.08
2024-06-27,0.72,False,False,False,True,False,0.0,0.0,2.41,0.0,0.0,914690000.0,0.99,4.12
2024-06-26,0.72,False,False,False,True,False,0.0,0.0,2.53,0.0,0.0,914690000.0,0.99,4.24
2024-06-25,0.72,False,False,False,True,False,0.0,0.0,2.53,0.0,0.0,914690000.0,1.07,4.32
2024-06-24,0.72,False,False,False,True,False,0.0,0.0,2.67,0.0,0.0,914690000.0,1.15,4.539999999999999
2024-06-23,0.72,False,False,False,True,False,0.0,0.0,2.67,0.0,0.0,914690000.0,1.15,4.539999999999999
2024-06-22,0.72,False,False,False,True,False,0.0,0.0,2.67,0.0,0.0,914690000.0,1.15,4.539999999999999
2024-06-21,0.72,False,False,False,True,False,0.0,0.0,2.67,0.0,0.0,914690000.0,1.15,4.539999999999999
2024-06-20,0.72,False,False,False,True,False,0.0,0.0,2.67,0.0,0.0,914690000.0,1.22,4.609999999999999
2024-06-19,0.72,False,False,False,True,False,0.0,0.0,2.69,0.0,0.0,914690000.0,1.17,4.58
2024-06-18,0.72,False,False,False,True,False,0.0,0.6,2.67,0.0,0.0,914690000.0,0.47,4.46
2024-06-17,0.72,False,False,False,True,False,0.0,0.6,2.67,0.0,0.0,914690000.0,0.47,4.46
2024-06-16,0.72,False,False,False,True,False,0.0,0.6,2.67,0.0,0.0,914690000.0,0.47,4.46
2024-06-15,0.72,False,False,False,True,False,0.0,0.6,2.67,0.0,0.0,914690000.0,0.47,4.46
2024-06-14,0.72,False,False,False,True,False,0.0,0.6,2.67,0.0,0.0,914690000.0,0.47,4.46
2024-06-13,0.72,False,False,False,True,False,0.0,0.6,2.76,0.0,0.0,914690000.0,0.47,4.55
2024-06-12,0.72,False,False,False,True,False,0.0,0.6,2.76,0.0,0.0,914690000.0,0.47,4.55
2024-06-11,0.72,False,False,False,True,False,0.0,0.45,2.76,0.0,0.0,914690000.0,0.47,4.3999999999999995
2024-06-10,0.72,False,False,False,True,False,0.0,0.45,2.76,0.0,0.0,914690000.0,0.47,4.3999999999999995
2024-06-09,0.72,False,False,False,True,False,0.0,0.45,2.77,0.0,0.0,914690000.0,0.47,4.41
2024-06-08,0.72,False,False,False,True,False,0.0,0.45,2.77,0.0,0.0,914690000.0,0.47,4.41
2024-06-07,0.72,False,False,False,True,False,0.0,0.45,2.77,0.0,0.0,914690000.0,0.47,4.41
2024-06-06,0.72,False,False,False,True,False,0.0,0.45,2.68,0.0,0.0,914690000.0,0.47,4.32
2024-06-05,0.72,False,False,False,True,False,0.0,0.45,2.68,0.0,0.0,914690000.0,0.47,4.32
2024-06-04,0.72,False,False,False,True,False,0.0,0.45,2.68,0.0,0.0,914690000.0,0.47,4.32
2024-06-03,0.72,False,False,False,True,False,0.0,0.45,2.68,0.0,0.0,914690000.0,0.57,4.42
2024-06-02,0.72,False,False,False,True,False,0.0,0.45,2.59,0.0,0.0,914690000.0,0.57,4.33
2024-06-01,0.72,False,False,False,True,False,0.0,0.45,2.59,0.0,0.0,914690000.0,0.57,4.33
2024-05-31,0.72,False,False,False,True,False,0.0,0.45,2.59,0.0,0.0,914690000.0,0.57,4.33
2024-05-30,0.72,False,False,False,True,False,0.0,0.45,2.59,0.0,0.0,914690000.0,0.57,4.33
2024-05-29,0.72,False,False,False,True,False,0.0,0.45,2.59,0.0,0.0,914690000.0,0.57,4.33
2024-05-28,0.72,False,False,False,True,False,0.0,0.58,2.49,0.0,0.0,914690000.0,0.57,4.36
2024-05-27,0.72,False,False,False,True,False,0.0,0.7,2.49,0.0,0.0,914690000.0,0.57,4.48
2024-05-26,0.72,False,False,False,True,False,0.0,0.7,2.49,0.0,0.0,914690000.0,0.57,4.48
2024-05-25,0.72,False,False,False,True,False,0.0,0.7,2.49,0.0,0.0,914690000.0,0.57,4.48
2024-05-24,0.72,False,False,False,True,False,0.0,0.7,2.49,0.0,0.0,914690000.0,0.57,4.48
2024-05-23,0.72,False,False,False,True,False,0.0,0.7,2.4,0.0,0.0,914690000.0,0.57,4.39
2024-05-22,0.72,False,False,False,True,False,0.0,0.7,2.42,0.0,0.0,914690000.0,0.67,4.51
2024-05-21,0.72,False,False,False,True,False,0.0,0.7,2.3,0.0,0.0,914690000.0,0.67,4.39
2024-05-20,1.17,False,False,False,True,False,0.0,0.7,2.3,0.0,0.0,914690000.0,0.67,4.84
2024-05-19,1.17,False,False,False,True,False,0.0,0.7,2.3,0.0,0.0,914690000.0,0.75,4.92
2024-05-18,1.17,False,False,False,True,False,0.0,0.7,2.3,0.0,0.0,914690000.0,0.75,4.92
2024-05-17,1.17,False,False,False,True,False,0.0,0.7,2.3,0.0,0.0,914690000.0,0.75,4.92
2024-05-16,1.17,False,False,False,True,False,0.0,0.7,2.21,0.0,0.0,914690000.0,0.75,4.83
2024-05-15,1.17,False,False,False,True,False,0.0,0.7,2.21,0.0,0.0,914690000.0,0.75,4.83
2024-05-14,1.17,False,False,False,True,False,0.0,0.7,2.19,0.0,0.0,914690000.0,0.75,4.81
2024-05-13,1.17,False,False,False,True,False,0.0,0.7,2.07,0.0,0.0,914690000.0,0.8,4.739999999999999
2024-05-12,1.17,False,False,False,True,False,0.0,0.7,2.07,0.0,0.0,914690000.0,0.8,4.739999999999999
2024-05-11,1.17,False,False,False,True,False,0.0,0.7,2.07,0.0,0.0,914690000.0,0.8,4.739999999999999
2024-05-10,1.17,False,False,False,True,False,0.0,0.7,2.07,0.0,0.0,914690000.0,0.8,4.739999999999999
2024-05-09,1.17,False,False,False,True,False,0.0,0.7,2.07,0.0,0.0,914690000.0,0.8,4.739999999999999
2024-05-08,1.17,False,False,False,True,False,0.0,0.7,2.09,0.0,0.0,914690000.0,0.8,4.76
2024-05-07,1.17,False,False,False,True,False,0.0,0.0,2.09,0.0,0.0,914690000.0,0.8,4.06
2024-05-06,1.17,False,False,False,True,False,0.0,0.0,2.09,0.0,0.0,914690000.0,0.78,4.04
2024-05-05,1.17,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,914690000.0,0.78,3.9799999999999995
2024-05-04,1.17,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,914690000.0,0.78,3.9799999999999995
2024-05-03,1.17,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,914690000.0,0.78,3.9799999999999995
2024-05-02,1.17,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,914690000.0,0.78,3.9799999999999995
2024-05-01,1.17,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,914690000.0,0.78,3.9799999999999995
2024-04-30,1.17,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,914690000.0,0.78,3.9799999999999995
2024-04-29,1.17,False,False,False,True,False,0.0,0.0,2.02,0.0,0.0,914690000.0,0.78,3.9699999999999998
2024-04-28,1.17,False,False,False,True,False,0.0,0.0,2.04,0.0,0.0,914690000.0,0.89,4.1
2024-04-27,1.17,False,False,False,True,False,0.0,0.0,2.04,0.0,0.0,914690000.0,0.89,4.1
2024-04-26,1.17,False,False,False,True,False,0.0,0.0,2.04,0.0,0.0,914690000.0,0.89,4.1
2024-04-25,1.17,False,False,False,True,False,0.0,0.0,2.04,0.0,0.0,914690000.0,0.89,4.1
2024-04-24,1.17,False,False,False,True,False,0.0,0.0,2.01,0.0,0.0,914690000.0,0.89,4.069999999999999
2024-04-23,1.17,False,False,False,True,False,0.0,0.0,2.01,0.0,0.0,914690000.0,0.89,4.069999999999999
2024-04-22,1.17,False,False,False,True,False,0.0,0.0,2.01,0.0,0.0,914690000.0,0.89,4.069999999999999
2024-04-21,1.17,False,False,False,True,False,0.0,0.0,2.01,0.0,0.0,914690000.0,0.89,4.069999999999999
2024-04-20,1.17,False,False,False,True,False,0.0,0.0,2.01,0.0,0.0,914690000.0,0.89,4.069999999999999
2024-04-19,1.17,False,False,False,True,False,0.0,0.0,2.01,0.0,0.0,914690000.0,0.89,4.069999999999999
2024-04-18,1.17,False,False,False,True,False,0.0,0.0,2.09,0.0,0.0,914690000.0,0.9,4.16
2024-04-17,1.17,False,False,False,True,False,0.0,0.0,2.13,0.0,0.0,914690000.0,0.9,4.2
2024-04-16,1.17,False,False,False,True,False,0.0,0.0,2.13,0.0,0.0,914690000.0,0.9,4.2
2024-04-15,1.17,False,False,False,True,False,0.0,0.0,2.13,0.0,0.0,914690000.0,0.9,4.2
2024-04-14,1.17,False,False,False,True,False,0.0,0.0,2.13,0.0,0.0,914690000.0,0.9,4.2
2024-04-13,1.17,False,False,False,True,False,0.0,0.0,2.13,0.0,0.0,914690000.0,0.9,4.2
2024-04-12,1.17,False,False,False,True,False,0.0,0.0,2.13,0.0,0.0,914690000.0,0.9,4.2
2024-04-11,1.17,False,False,False,True,False,0.0,0.0,2.04,0.0,0.0,914690000.0,0.9,4.11
2024-04-10,1.17,False,False,False,True,False,0.0,0.0,1.94,0.0,0.0,914690000.0,0.9,4.01
2024-04-09,1.17,False,False,False,True,False,0.0,0.0,1.94,0.0,0.0,914690000.0,0.9,4.01
2024-04-08,1.17,False,False,False,True,False,0.0,0.0,1.94,0.0,0.0,914690000.0,0.9,4.01
2024-04-07,1.17,False,False,False,True,False,0.0,0.0,1.94,0.0,0.0,914690000.0,0.9,4.01
2024-04-06,1.17,False,False,False,True,False,0.0,0.0,1.94,0.0,0.0,914690000.0,0.9,4.01
2024-04-05,1.17,False,False,False,True,False,0.0,0.0,1.94,0.0,0.0,914690000.0,0.9,4.01
2024-04-04,1.17,False,False,False,True,False,0.0,0.0,1.88,0.0,0.0,914690000.0,0.88,3.9299999999999997
2024-04-03,1.17,False,False,False,True,False,0.0,0.0,1.88,0.0,0.0,914690000.0,0.88,3.9299999999999997
2024-04-02,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,914690000.0,0.9,3.85
2024-04-01,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,914690000.0,0.82,3.77
2024-03-31,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.82,3.77
2024-03-30,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.82,3.77
2024-03-29,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.82,3.77
2024-03-28,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.82,3.77
2024-03-27,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.82,3.77
2024-03-26,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.71,3.66
2024-03-25,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.71,3.66
2024-03-24,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.71,3.66
2024-03-23,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.71,3.66
2024-03-22,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.71,3.66
2024-03-21,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.71,3.66
2024-03-20,1.17,False,False,False,True,False,0.0,0.0,1.71,0.0,0.0,1860000000.0,0.71,3.59
2024-03-19,1.17,False,False,False,True,False,0.0,0.0,1.81,0.0,0.0,1860000000.0,0.71,3.69
2024-03-18,1.17,False,False,False,True,False,0.0,0.0,1.81,0.0,0.0,1860000000.0,0.71,3.69
2024-03-17,1.17,False,False,False,True,False,0.0,0.0,1.81,0.0,0.0,1860000000.0,0.71,3.69
2024-03-16,1.17,False,False,False,True,False,0.0,0.0,1.81,0.0,0.0,1860000000.0,0.71,3.69
2024-03-15,1.17,False,False,False,True,False,0.0,0.0,1.81,0.0,0.0,1860000000.0,0.71,3.69
2024-03-14,1.17,False,False,False,True,False,0.0,0.0,1.86,0.0,0.0,1860000000.0,0.69,3.72
2024-03-13,1.17,False,False,False,True,False,0.0,0.0,1.86,0.0,0.0,1860000000.0,0.69,3.72
2024-03-12,1.17,False,False,False,True,False,0.0,0.0,1.78,0.0,0.0,1860000000.0,0.69,3.64
2024-03-11,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.69,3.86
2024-03-10,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.79,3.96
2024-03-09,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.79,3.96
2024-03-08,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.79,3.96
2024-03-07,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.79,3.96
2024-03-06,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.79,3.96
2024-03-05,1.17,False,False,False,True,False,0.0,0.0,2.0,0.0,0.0,1860000000.0,0.79,3.96
2024-03-04,1.4,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,1860000000.0,0.79,4.22
2024-03-03,1.4,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,1860000000.0,0.79,4.22
2024-03-02,1.4,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,1860000000.0,0.79,4.22
2024-03-01,1.4,False,False,False,True,False,0.0,0.0,2.03,0.0,0.0,1860000000.0,0.79,4.22
2024-02-29,1.4,False,False,False,True,False,0.0,0.0,2.18,0.0,0.0,1860000000.0,0.79,4.37
2024-02-28,1.56,False,False,False,True,False,0.0,0.0,2.18,0.0,0.0,1860000000.0,0.88,4.62
2024-02-27,1.56,False,False,False,True,False,0.0,0.0,2.18,0.0,0.0,1860000000.0,0.88,4.62
2024-02-26,1.56,False,False,False,False,True,0.0,0.0,2.18,0.0,0.0,1860000000.0,1.28,5.0200000000000005
2024-02-25,1.56,False,False,False,False,True,0.0,0.0,2.18,0.0,0.0,1860000000.0,1.28,5.0200000000000005
2024-02-24,1.56,False,False,False,False,True,0.0,0.0,2.18,0.0,0.0,1860000000.0,1.28,5.0200000000000005
2024-02-23,1.56,False,False,False,False,True,0.0,0.0,2.67,0.0,0.0,1860000000.0,1.28,5.510000000000001
2024-02-22,1.56,False,False,False,True,False,0.0,0.0,2.1,0.0,0.0,1860000000.0,1.28,4.94
2024-02-21,1.56,False,False,False,True,False,0.0,0.0,2.1,0.0,0.0,1860000000.0,1.28,4.94
2024-02-20,1.56,False,False,False,False,True,0.0,0.0,2.23,0.0,0.0,1860000000.0,1.28,5.07
2024-02-19,1.56,False,False,False,False,True,0.0,0.0,2.24,0.0,0.0,1860000000.0,1.57,5.37
2024-02-18,1.56,False,False,False,False,True,0.0,0.0,2.24,0.0,0.0,1860000000.0,1.57,5.37
2024-02-17,1.56,False,False,False,False,True,0.0,0.0,2.24,0.0,0.0,1860000000.0,1.57,5.37
2024-02-16,1.56,False,False,False,False,True,0.0,0.0,2.24,0.0,0.0,1860000000.0,1.57,5.37
2024-02-15,1.56,False,False,False,False,True,0.0,0.0,2.73,0.0,0.0,1860000000.0,1.57,5.86
2024-02-14,1.56,False,False,False,False,True,0.0,0.0,2.73,0.0,0.0,1860000000.0,1.57,5.86
2024-02-13,1.56,False,False,False,False,True,0.0,0.0,2.73,0.0,0.0,1860000000.0,1.57,5.86
2024-02-12,1.56,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,1860000000.0,1.57,6.220000000000001
2024-02-11,1.56,False,False,False,False,True,0.0,0.0,3.08,0.0,0.0,1860000000.0,1.65,6.290000000000001
2024-02-10,1.56,False,False,False,False,True,0.0,0.0,3.08,0.0,0.0,1860000000.0,1.65,6.290000000000001
2024-02-09,1.56,False,False,False,False,True,0.0,0.0,3.08,0.0,0.0,1860000000.0,1.65,6.290000000000001
2024-02-08,1.56,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,1860000000.0,1.65,6.300000000000001
2024-02-07,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-02-06,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-02-05,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-02-04,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-02-03,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-02-02,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-02-01,1.56,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.200000000000001
2024-01-31,1.54,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.18
2024-01-30,1.54,False,False,False,False,True,0.0,0.0,2.99,0.0,0.0,1860000000.0,1.65,6.18
2024-01-29,1.54,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,1.65,6.1899999999999995
2024-01-28,1.54,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.56,6.0
2024-01-27,1.54,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.56,6.0
2024-01-26,1.54,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.84,6.279999999999999
2024-01-25,1.54,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.84,6.279999999999999
2024-01-24,1.54,False,False,False,False,True,0.0,0.0,2.89,0.0,0.0,1860000000.0,1.84,6.27
2024-01-23,1.54,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.84,6.279999999999999
2024-01-22,1.55,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.88,6.33
2024-01-21,1.55,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.88,6.33
2024-01-20,1.55,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.88,6.33
2024-01-19,1.55,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.88,6.33
2024-01-18,1.67,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,1860000000.0,1.84,6.359999999999999
2024-01-17,1.07,False,False,False,False,True,0.0,0.0,2.9,0.0,0.0,1860000000.0,1.89,5.859999999999999
2024-01-16,1.11,False,False,False,False,True,0.0,0.0,3.07,0.0,0.0,1860000000.0,2.05,6.2299999999999995
2024-01-15,1.11,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,6.16
2024-01-14,1.11,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,6.16
2024-01-13,1.11,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,6.16
2024-01-12,1.11,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,6.16
2024-01-11,1.11,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,6.16
2024-01-10,0.61,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,5.66
2024-01-09,0.61,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,5.66
2024-01-08,0.61,False,False,False,False,True,0.0,0.0,3.0,0.0,0.0,1860000000.0,2.05,5.66
2024-01-07,0.56,False,False,False,False,True,0.0,0.0,2.91,0.0,0.0,1860000000.0,2.05,5.52
2024-01-06,0.56,False,False,False,False,True,0.0,0.0,2.91,0.0,0.0,1860000000.0,2.05,5.52
2024-01-05,0.56,False,False,False,False,True,0.0,0.0,2.91,0.0,0.0,1860000000.0,2.05,5.52
2024-01-04,0.56,False,False,False,False,True,0.0,0.0,2.91,0.0,0.0,1860000000.0,2.05,5.52
2024-01-03,0.56,False,False,False,False,True,0.0,0.0,2.91,0.0,0.0,1860000000.0,2.05,5.52
2024-01-02,0.48,False,False,False,False,True,0.0,0.0,2.91,0.0,0.0,1860000000.0,2.05,5.4399999999999995
2024-01-01,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,1860000000.0,2.05,5.369999999999999
2023-12-31,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.05,5.369999999999999
2023-12-30,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.05,5.369999999999999
2023-12-29,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.05,5.369999999999999
2023-12-28,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.05,5.369999999999999
2023-12-27,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-26,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-25,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-24,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-23,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-22,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-21,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-20,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.16,5.48
2023-12-19,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.19,5.51
2023-12-18,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.19,5.51
2023-12-17,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.19,5.51
2023-12-16,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.19,5.51
2023-12-15,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.19,5.51
2023-12-14,0.48,False,False,False,False,True,0.0,0.0,2.84,0.0,0.0,2100000000.0,2.19,5.51
2023-12-13,0.48,False,False,False,False,True,0.0,0.0,2.8,0.0,0.0,2100000000.0,2.19,5.47
2023-12-12,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.07,5.4
2023-12-11,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.07,5.4
2023-12-10,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.07,5.4
2023-12-09,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.07,5.4
2023-12-08,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.07,5.4
2023-12-07,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.03,5.359999999999999
2023-12-06,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.03,5.359999999999999
2023-12-05,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.03,5.359999999999999
2023-12-04,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.13,5.46
2023-12-03,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.13,5.46
2023-12-02,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.13,5.46
2023-12-01,0.48,False,False,False,False,True,0.0,0.0,2.85,0.0,0.0,2100000000.0,2.13,5.46
2023-11-30,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.18,5.86
2023-11-29,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.18,5.86
2023-11-28,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-27,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-26,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-25,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-24,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-23,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-22,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.15,5.83
2023-11-21,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.17,5.85
2023-11-20,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.17,5.85
2023-11-19,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.11,5.79
2023-11-18,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.11,5.79
2023-11-17,0.48,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.11,5.79
2023-11-16,0.54,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.11,5.85
2023-11-15,0.54,False,False,False,False,True,0.0,0.0,3.2,0.0,0.0,2100000000.0,2.11,5.85
2023-11-14,0.64,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,2100000000.0,2.17,5.9
2023-11-13,0.78,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,2100000000.0,2.09,5.96
2023-11-12,0.87,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,2100000000.0,2.09,6.05
2023-11-11,0.87,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,2100000000.0,2.09,6.05
2023-11-10,0.87,False,False,False,False,True,0.0,0.0,3.09,0.0,0.0,2100000000.0,2.09,6.05
