,-unknown-,<05,<1,<2,<5,>=5,CA,CH,FR,GB,HK,IE,IT,JE,Market_capitalization,NL,US,Total
2024-02-27,0.05,23,6,5,4,1,0.01,0.0,0.0,0.43,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.62
2024-02-26,0.06,23,5,6,3,2,0.01,0.0,0.0,0.43,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.63
2024-02-25,0.06,23,4,7,3,2,0.01,0.0,0.0,0.43,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.63
2024-02-24,0.06,23,4,7,3,2,0.01,0.0,0.0,0.43,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.63
2024-02-23,0.06,23,4,7,3,2,0.01,0.0,0.0,0.44,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.64
2024-02-22,0.06,23,4,7,4,1,0.01,0.0,0.0,0.43,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.63
2024-02-21,0.06,23,6,5,4,1,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.62
2024-02-20,0.06,23,6,5,3,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.62
2024-02-19,0.06,23,6,5,3,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.1,0.63
2024-02-18,0.06,22,7,5,3,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.1,0.63
2024-02-17,0.06,22,7,5,3,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.1,0.63
2024-02-16,0.06,22,7,4,4,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.12,0.65
2024-02-15,0.06,22,7,4,4,2,0.01,0.0,0.0,0.43,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.12,0.66
2024-02-14,0.05,22,7,5,3,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.11,0.63
2024-02-13,0.05,22,7,6,2,2,0.01,0.0,0.0,0.42,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.11,0.63
2024-02-12,0.05,22,7,7,1,2,0.01,0.0,0.0,0.41,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.11,0.62
2024-02-11,0.05,22,7,7,1,2,0.01,0.0,0.0,0.41,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.6
2024-02-10,0.05,22,7,7,1,2,0.01,0.0,0.0,0.41,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.6
2024-02-09,0.05,22,7,7,1,2,0.01,0.0,0.0,0.41,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.6
2024-02-08,0.05,22,7,7,1,2,0.01,0.0,0.0,0.41,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.6
2024-02-07,0.05,23,6,7,1,2,0.01,0.0,0.0,0.4,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.59
2024-02-06,0.05,23,7,5,2,2,0.01,0.0,0.0,0.4,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.59
2024-02-05,0.05,24,6,5,2,2,0.01,0.0,0.0,0.38,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.57
2024-02-04,0.05,24,6,5,2,2,0.01,0.0,0.0,0.37,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.5599999999999999
2024-02-03,0.05,24,6,5,2,2,0.01,0.0,0.0,0.37,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.5599999999999999
2024-02-02,0.05,24,5,6,2,2,0.01,0.0,0.0,0.4,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.59
2024-02-01,0.05,24,5,6,2,2,0.01,0.0,0.0,0.4,0.0,0.01,0.0,0.0,135702390000.0,0.03,0.09,0.59
2024-01-31,0.05,24,5,6,2,2,0.01,0.0,0.0,0.4,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.09,0.59
2024-01-30,0.05,24,5,5,3,2,0.01,0.0,0.01,0.4,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.63
2024-01-29,0.05,24,5,6,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.6
2024-01-28,0.05,24,5,6,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.6
2024-01-27,0.05,24,5,6,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.6
2024-01-26,0.05,24,5,6,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.6
2024-01-25,0.05,23,6,6,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.61
2024-01-24,0.05,23,6,6,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.6
2024-01-23,0.05,23,6,5,3,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-22,0.05,23,7,5,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.6
2024-01-21,0.05,23,7,5,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.13,0.62
2024-01-20,0.05,23,7,5,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.13,0.62
2024-01-19,0.05,23,7,5,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.13,0.62
2024-01-18,0.05,23,6,6,2,2,0.01,0.0,0.01,0.37,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-17,0.05,23,6,6,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.13,0.62
2024-01-16,0.05,23,6,6,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.61
2024-01-15,0.05,23,6,6,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.61
2024-01-14,0.05,23,6,6,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.61
2024-01-13,0.05,23,6,6,2,2,0.01,0.0,0.01,0.38,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.61
2024-01-12,0.05,23,6,6,2,2,0.01,0.0,0.01,0.4,0.0,0.01,0.0,0.0,136142390000.0,0.03,0.12,0.63
2024-01-11,0.05,23,7,5,2,2,0.01,0.0,0.01,0.39,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.62
2024-01-10,0.04,23,7,5,2,2,0.01,0.0,0.01,0.39,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-09,0.04,23,7,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.62
2024-01-08,0.03,23,7,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-07,0.03,22,8,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-06,0.03,22,8,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-05,0.03,22,8,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-04,0.03,22,8,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-03,0.03,22,8,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-02,0.03,21,9,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2024-01-01,0.03,21,9,5,2,2,0.01,0.0,0.01,0.4,0.0,0.0,0.0,0.0,136142390000.0,0.03,0.13,0.61
2023-12-31,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.58
2023-12-30,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.58
2023-12-29,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.58
2023-12-28,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.58
2023-12-27,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-26,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-25,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-24,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-23,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-22,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-21,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-20,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.12,0.57
2023-12-19,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.58
2023-12-18,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.58
2023-12-17,0.03,21,9,5,2,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.58
2023-12-16,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.59
2023-12-15,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.59
2023-12-14,0.03,21,9,5,2,2,0.01,0.0,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.61
2023-12-13,0.03,22,9,4,2,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.59
2023-12-12,0.03,22,9,4,2,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.59
2023-12-11,0.03,22,9,4,2,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.59
2023-12-10,0.03,22,9,3,3,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.57
2023-12-09,0.03,22,9,3,3,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.57
2023-12-08,0.03,22,9,3,3,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.57
2023-12-07,0.03,23,8,3,3,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.58
2023-12-06,0.03,23,8,3,3,2,0.01,0.0,0.01,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.58
2023-12-05,0.03,23,8,3,3,2,0.01,0.0,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.59
2023-12-04,0.03,23,7,3,4,2,0.01,0.05,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.65
2023-12-03,0.03,23,7,3,4,2,0.01,0.05,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.66
2023-12-02,0.03,23,7,3,4,2,0.01,0.05,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.66
2023-12-01,0.03,23,7,3,4,2,0.01,0.05,0.01,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.16,0.67
2023-11-30,0.02,22,9,2,4,2,0.01,0.05,0.01,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.66
2023-11-29,0.02,22,9,2,4,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-28,0.02,23,8,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-27,0.02,23,8,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-26,0.02,23,8,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-25,0.02,23,8,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-24,0.02,23,8,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-23,0.03,22,9,1,5,2,0.01,0.05,0.0,0.38,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.67
2023-11-22,0.03,22,9,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.66
2023-11-21,0.02,22,9,1,5,2,0.01,0.05,0.0,0.37,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.65
2023-11-20,0.02,22,9,1,5,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.64
2023-11-19,0.02,22,9,2,4,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.64
2023-11-18,0.02,22,9,2,4,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.64
2023-11-17,0.02,22,9,2,4,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.64
2023-11-16,0.02,22,9,1,5,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.17,0.64
2023-11-15,0.02,22,9,1,5,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.61
2023-11-14,0.02,23,8,1,5,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.15,0.62
2023-11-13,0.02,23,8,1,5,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.61
2023-11-12,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-11,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-10,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-09,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-08,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-07,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-06,0.03,23,8,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-05,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-04,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-03,0.03,24,7,1,5,2,0.01,0.05,0.0,0.34,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.6000000000000001
2023-11-02,0.03,24,7,1,5,2,0.01,0.05,0.0,0.36,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.62
2023-11-01,0.03,24,7,1,6,1,0.01,0.05,0.0,0.35,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.61
2023-10-31,0.03,24,7,1,6,1,0.01,0.05,0.0,0.35,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.61
2023-10-30,0.03,24,7,1,6,1,0.01,0.05,0.0,0.35,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.61
2023-10-29,0.02,24,7,1,6,1,0.01,0.05,0.0,0.35,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.59
2023-10-28,0.02,24,7,1,6,1,0.01,0.05,0.0,0.35,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.59
2023-10-27,0.02,24,7,1,6,1,0.01,0.05,0.0,0.35,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.59
2023-10-26,0.02,24,7,1,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.56
2023-10-25,0.02,22,9,1,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.5700000000000001
2023-10-24,0.02,22,7,3,6,1,0.01,0.05,0.0,0.32,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.56
2023-10-23,0.02,23,6,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.13,0.5700000000000001
2023-10-22,0.02,22,7,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-21,0.02,22,7,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-20,0.02,22,7,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-19,0.02,22,7,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-18,0.02,23,6,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-17,0.02,23,6,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-16,0.02,23,6,3,6,1,0.01,0.05,0.0,0.33,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5800000000000001
2023-10-15,0.02,24,5,3,6,1,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5
2023-10-14,0.02,24,5,3,6,1,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5
2023-10-13,0.02,24,5,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.51
2023-10-12,0.02,24,5,3,6,1,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5
2023-10-11,0.02,24,5,3,6,1,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.03,0.14,0.5
2023-10-10,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-09,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-08,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-07,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-06,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-05,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-04,0.02,24,5,4,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.14,0.52
2023-10-03,0.02,24,6,3,4,2,0.01,0.05,0.0,0.25,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.13,0.51
2023-10-02,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.13,0.5
2023-10-01,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,145132840000.0,0.05,0.11,0.48
2023-09-30,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-29,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-28,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-27,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-26,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-25,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-24,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-23,0.02,25,5,3,4,2,0.01,0.05,0.0,0.24,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.48
2023-09-22,0.02,24,5,4,4,2,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.52
2023-09-21,0.02,24,5,4,4,2,0.01,0.05,0.0,0.28,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.52
2023-09-20,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-19,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-18,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-17,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-16,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-15,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-14,0.02,25,4,4,4,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.51
2023-09-13,0.02,25,4,4,4,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.11,0.5
2023-09-12,0.02,25,3,4,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-09-11,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-10,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-09,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-08,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-07,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.13,0.53
2023-09-06,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-05,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-04,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-03,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-02,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-09-01,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-31,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-30,0.02,25,3,4,5,2,0.01,0.05,0.0,0.27,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.52
2023-08-29,0.02,25,3,4,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-28,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-27,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-26,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-25,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-24,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-23,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-22,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-21,0.02,25,4,3,5,2,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
2023-08-20,0.02,25,4,3,6,1,0.01,0.05,0.0,0.26,0.0,0.0,0.0,0.0,144281090000.0,0.05,0.12,0.51
