,-unknown-,<05,<1,<2,<5,>=5,CA,CH,FR,GB,IE,IT,Market_capitalization,NL,US,Total
2024-03-21,0.04,15,2,3,4,0,0.0,0.0,0.04,0.23,0.0,0.0,61929590000.0,0.13,0.01,0.45
2024-03-20,0.04,15,2,3,4,0,0.0,0.0,0.04,0.23,0.0,0.0,61929590000.0,0.13,0.0,0.44
2024-03-19,0.04,15,3,2,4,0,0.0,0.0,0.0,0.19,0.0,0.0,61929590000.0,0.13,0.0,0.36
2024-03-18,0.04,15,3,2,4,0,0.0,0.0,0.0,0.2,0.0,0.0,61929590000.0,0.13,0.0,0.37
2024-03-17,0.04,15,3,2,4,0,0.0,0.0,0.0,0.2,0.0,0.0,61929590000.0,0.13,0.0,0.37
2024-03-16,0.04,15,3,2,4,0,0.0,0.0,0.0,0.2,0.0,0.0,61929590000.0,0.13,0.0,0.37
2024-03-15,0.04,15,3,2,4,0,0.0,0.0,0.0,0.2,0.0,0.0,61929590000.0,0.13,0.0,0.37
2024-03-14,0.04,15,3,2,4,0,0.0,0.0,0.0,0.2,0.0,0.0,61929590000.0,0.13,0.0,0.37
2024-03-13,0.04,15,3,2,4,0,0.0,0.0,0.0,0.19,0.0,0.0,61929590000.0,0.13,0.0,0.36
2024-03-12,0.04,16,2,2,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-11,0.04,16,2,2,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-10,0.04,16,2,2,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-09,0.04,16,2,2,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-08,0.04,16,2,2,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-07,0.04,16,2,2,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.13,0.0,0.31000000000000005
2024-03-06,0.04,16,2,2,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.13,0.0,0.31000000000000005
2024-03-05,0.04,16,2,2,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.13,0.0,0.31000000000000005
2024-03-04,0.04,16,2,2,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.13,0.0,0.31000000000000005
2024-03-03,0.04,16,2,1,5,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-02,0.04,16,2,1,5,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-03-01,0.04,16,2,1,5,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.13,0.0,0.32
2024-02-29,0.04,17,2,1,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-28,0.04,17,2,1,4,0,0.0,0.0,0.0,0.15,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-27,0.04,17,2,1,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.23000000000000004
2024-02-26,0.04,17,2,1,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.23000000000000004
2024-02-25,0.04,17,2,1,4,0,0.0,0.0,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.23000000000000004
2024-02-24,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-23,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-22,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-21,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-20,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-19,0.04,17,2,1,4,0,0.0,0.01,0.0,0.13,0.0,0.0,61929590000.0,0.05,0.0,0.22999999999999998
2024-02-18,0.04,17,2,1,4,0,0.0,0.01,0.0,0.13,0.0,0.0,61929590000.0,0.05,0.0,0.22999999999999998
2024-02-17,0.04,17,2,1,4,0,0.0,0.01,0.0,0.13,0.0,0.0,61929590000.0,0.05,0.0,0.22999999999999998
2024-02-16,0.04,17,2,1,4,0,0.0,0.01,0.0,0.13,0.0,0.0,61929590000.0,0.05,0.0,0.22999999999999998
2024-02-15,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-14,0.04,17,2,1,4,0,0.0,0.01,0.0,0.13,0.0,0.0,61929590000.0,0.05,0.0,0.22999999999999998
2024-02-13,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-12,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-11,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-10,0.04,17,2,1,4,0,0.0,0.01,0.0,0.14,0.0,0.0,61929590000.0,0.05,0.0,0.24
2024-02-09,0.04,16,3,1,4,0,0.0,0.01,0.0,0.15,0.0,0.0,61929590000.0,0.05,0.01,0.26
2024-02-08,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-07,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-06,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-05,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-04,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-03,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-02,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-02-01,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-01-31,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.01,0.27
2024-01-30,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.0,0.26
2024-01-29,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.0,0.26
2024-01-28,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.0,0.26
2024-01-27,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.0,0.26
2024-01-26,0.04,16,3,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.0,0.26
2024-01-25,0.0,17,2,1,4,0,0.0,0.01,0.0,0.16,0.0,0.0,61929590000.0,0.05,0.0,0.22000000000000003
2024-01-24,0.0,17,2,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-23,0.0,17,2,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-22,0.0,17,2,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-21,0.0,16,3,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-20,0.0,16,3,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-19,0.0,16,3,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-18,0.0,16,3,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-17,0.0,16,3,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-16,0.0,16,3,1,4,0,0.0,0.01,0.0,0.33,0.0,0.0,61929590000.0,0.05,0.0,0.39
2024-01-15,0.0,16,3,1,4,0,0.0,0.01,0.0,0.34,0.0,0.0,61929590000.0,0.05,0.0,0.4
2024-01-14,0.0,14,4,1,5,0,0.0,0.01,0.0,0.33,0.0,0.0,61929590000.0,0.13,0.0,0.47000000000000003
2024-01-13,0.0,14,4,1,5,0,0.0,0.01,0.0,0.33,0.0,0.0,61929590000.0,0.13,0.0,0.47000000000000003
2024-01-12,0.0,14,4,1,5,0,0.0,0.01,0.0,0.33,0.0,0.0,61929590000.0,0.13,0.0,0.47000000000000003
2024-01-11,0.0,14,4,1,5,0,0.0,0.01,0.0,0.33,0.0,0.0,61929590000.0,0.13,0.0,0.47000000000000003
2024-01-10,0.0,14,4,1,5,0,0.0,0.01,0.0,0.33,0.0,0.0,61929590000.0,0.13,0.0,0.47000000000000003
2024-01-09,0.0,14,4,1,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61929590000.0,0.13,0.0,0.46
2024-01-08,0.0,14,4,1,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61929590000.0,0.13,0.0,0.46
2024-01-07,0.0,14,4,1,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61929590000.0,0.13,0.0,0.46
2024-01-06,0.0,14,4,1,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61929590000.0,0.13,0.0,0.46
2024-01-05,0.0,14,4,1,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61929590000.0,0.13,0.0,0.46
2024-01-04,0.0,14,4,1,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61929590000.0,0.13,0.0,0.46
2024-01-03,0.0,14,4,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61929590000.0,0.13,0.0,0.45
2024-01-02,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61929590000.0,0.13,0.0,0.45
2024-01-01,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61929590000.0,0.13,0.0,0.45
2023-12-31,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.0,0.43
2023-12-30,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.0,0.43
2023-12-29,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-12-28,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-12-27,0.0,15,3,1,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-12-26,0.0,16,2,1,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.26
2023-12-25,0.0,16,2,1,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.26
2023-12-24,0.0,16,2,1,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.26
2023-12-23,0.0,16,2,1,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.26
2023-12-22,0.04,15,3,1,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.3
2023-12-21,0.04,15,4,0,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.3
2023-12-20,0.04,15,4,0,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.3
2023-12-19,0.04,15,4,0,5,0,0.0,0.01,0.0,0.13,0.0,0.0,61474710000.0,0.11,0.01,0.3
2023-12-18,0.04,15,4,0,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.01,0.48
2023-12-17,0.04,15,4,0,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.0,0.47
2023-12-16,0.04,15,4,0,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.0,0.47
2023-12-15,0.04,15,4,0,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.0,0.47
2023-12-14,0.04,15,4,0,5,0,0.0,0.01,0.0,0.31,0.0,0.0,61474710000.0,0.11,0.0,0.47
2023-12-13,0.04,14,5,0,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61474710000.0,0.11,0.0,0.48
2023-12-12,0.04,14,5,0,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61474710000.0,0.11,0.0,0.48
2023-12-11,0.04,14,5,0,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61474710000.0,0.11,0.0,0.48
2023-12-10,0.04,14,5,0,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61474710000.0,0.11,0.0,0.48
2023-12-09,0.04,14,5,0,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61474710000.0,0.11,0.0,0.48
2023-12-08,0.04,14,5,0,5,0,0.0,0.01,0.0,0.32,0.0,0.0,61474710000.0,0.11,0.0,0.48
2023-12-07,0.04,15,4,0,5,0,0.0,0.01,0.0,0.28,0.0,0.0,61474710000.0,0.11,0.0,0.44
2023-12-06,0.04,15,4,0,5,0,0.0,0.01,0.0,0.29,0.0,0.0,61474710000.0,0.11,0.0,0.44999999999999996
2023-12-05,0.04,15,4,0,5,0,0.0,0.01,0.0,0.29,0.0,0.0,61474710000.0,0.11,0.0,0.44999999999999996
2023-12-04,0.04,15,4,0,5,0,0.0,0.01,0.0,0.29,0.0,0.0,61474710000.0,0.11,0.0,0.44999999999999996
2023-12-03,0.04,15,4,2,3,0,0.0,0.01,0.0,0.29,0.0,0.0,61474710000.0,0.07,0.0,0.41
2023-12-02,0.04,15,4,1,4,0,0.0,0.01,0.0,0.29,0.0,0.0,61474710000.0,0.11,0.0,0.44999999999999996
2023-12-01,0.04,15,4,1,4,0,0.0,0.01,0.0,0.29,0.0,0.0,61474710000.0,0.11,0.0,0.44999999999999996
2023-11-30,0.04,16,3,1,4,0,0.0,0.01,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.0,0.43
2023-11-29,0.04,17,2,1,4,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-28,0.04,16,3,1,4,0,0.0,0.01,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.0,0.43
2023-11-27,0.04,16,3,2,3,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-26,0.04,16,4,0,4,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-25,0.04,16,4,0,4,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-24,0.04,16,4,0,4,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-23,0.04,16,4,0,4,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-22,0.04,16,4,0,4,0,0.0,0.01,0.0,0.26,0.0,0.0,61474710000.0,0.11,0.0,0.42
2023-11-21,0.04,16,4,1,3,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.0,0.41
2023-11-20,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.0,0.39999999999999997
2023-11-19,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.0,0.39999999999999997
2023-11-18,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.0,0.39999999999999997
2023-11-17,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-16,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-15,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-14,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-13,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-12,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-11,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-10,0.04,16,4,1,3,0,0.0,0.01,0.0,0.24,0.0,0.0,61474710000.0,0.11,0.01,0.41
2023-11-09,0.04,17,3,1,3,0,0.0,0.01,0.0,0.23,0.0,0.0,61474710000.0,0.11,0.01,0.4
2023-11-08,0.04,16,4,1,3,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-07,0.04,16,4,1,3,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-06,0.04,16,4,1,3,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-05,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-04,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-03,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-02,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-11-01,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-10-31,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-10-30,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-10-29,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-10-28,0.04,16,4,2,2,0,0.0,0.01,0.0,0.25,0.0,0.0,61474710000.0,0.11,0.01,0.42
2023-10-27,0.04,16,4,2,2,0,0.0,0.01,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-10-26,0.04,16,4,2,2,0,0.0,0.01,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-10-25,0.04,16,4,2,2,0,0.0,0.01,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-10-24,0.04,16,4,2,2,0,0.0,0.01,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.44
2023-10-23,0.04,16,4,2,2,0,0.0,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.43
2023-10-22,0.04,16,4,2,2,0,0.0,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.43
2023-10-21,0.04,16,4,2,2,0,0.0,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.43
2023-10-20,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-19,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-18,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-17,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-16,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-15,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-14,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-13,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-12,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-11,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-10,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-09,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-08,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-07,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-06,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-05,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-04,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-03,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-02,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-10-01,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61474710000.0,0.11,0.01,0.52
2023-09-30,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61330580000.0,0.12,0.01,0.53
2023-09-29,0.04,14,5,3,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61330580000.0,0.12,0.01,0.53
2023-09-28,0.04,14,6,2,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61330580000.0,0.12,0.01,0.53
2023-09-27,0.04,14,6,2,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61330580000.0,0.12,0.01,0.53
2023-09-26,0.04,14,6,2,2,0,0.09,0.0,0.0,0.27,0.0,0.0,61330580000.0,0.12,0.01,0.53
2023-09-25,0.04,14,6,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.01,0.5700000000000001
2023-09-24,0.04,14,6,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.01,0.5700000000000001
2023-09-23,0.04,14,6,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.01,0.5700000000000001
2023-09-22,0.04,14,6,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.01,0.5700000000000001
2023-09-21,0.04,14,6,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.01,0.5700000000000001
2023-09-20,0.04,15,5,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.02,0.5800000000000001
2023-09-19,0.04,15,5,2,2,0,0.09,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.02,0.5800000000000001
2023-09-18,0.04,14,6,2,2,0,0.11,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.02,0.6
2023-09-17,0.04,14,6,2,2,0,0.11,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.02,0.6
2023-09-16,0.04,14,6,2,2,0,0.11,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.02,0.6
2023-09-15,0.04,14,6,2,2,0,0.11,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.02,0.6
2023-09-14,0.04,14,6,2,2,0,0.11,0.0,0.0,0.31,0.0,0.0,61330580000.0,0.12,0.01,0.59
2023-09-13,0.04,13,7,2,2,0,0.11,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.01,0.59
2023-09-12,0.04,14,7,0,3,0,0.11,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.02,0.6
2023-09-11,0.04,14,7,0,3,0,0.11,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.02,0.6
2023-09-10,0.04,14,7,0,3,0,0.11,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.02,0.6
2023-09-09,0.04,13,8,0,3,0,0.11,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.03,0.61
2023-09-08,0.04,13,8,0,3,0,0.11,0.0,0.0,0.32,0.0,0.0,61330580000.0,0.11,0.03,0.61
2023-09-07,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-09-06,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-09-05,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-09-04,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-09-03,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-09-02,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-09-01,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.04,0.6
2023-08-31,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.04,0.6
2023-08-30,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-29,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-28,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-27,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-26,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-25,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-24,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.03,0.59
2023-08-23,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.04,0.6
2023-08-22,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.04,0.6
2023-08-21,0.04,14,7,0,3,0,0.11,0.0,0.0,0.3,0.0,0.0,61330580000.0,0.11,0.04,0.6
2023-08-20,0.04,14,7,0,3,0,0.11,0.0,0.0,0.28,0.0,0.0,61330580000.0,0.11,0.05,0.5900000000000001
