,-unknown-,<05,<1,<2,<5,>=5,AE,CA,FR,GB,HK,IE,JE,KY,Market_capitalization,NL,US,Total
2024-10-30,0.0,1,3,3,4,1,0.0,0.02,0.0,0.18,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.31
2024-10-29,0.0,1,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-28,0.0,0,4,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-27,0.0,0,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-26,0.0,0,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-25,0.0,0,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-24,0.0,0,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-23,0.0,0,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-22,0.0,1,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-21,0.0,1,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-20,0.0,1,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-19,0.0,1,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-18,0.0,1,3,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-17,0.0,0,4,3,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.32
2024-10-16,0.0,0,4,3,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-15,0.0,0,4,3,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-14,0.0,1,3,3,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-13,0.0,1,3,3,3,2,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-12,0.0,1,3,3,3,2,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-11,0.0,1,3,3,3,2,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-10,0.0,0,4,3,3,2,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.08,0.33
2024-10-09,0.0,1,4,3,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.07,0.32
2024-10-08,0.0,1,4,3,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.07,0.32
2024-10-07,0.0,1,5,2,4,1,0.0,0.02,0.0,0.21,0.0,0.0,0.01,0.0,189545040000.0,0.02,0.07,0.33
2024-10-06,0.0,0,6,2,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.03,0.07,0.33
2024-10-05,0.0,0,6,2,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.03,0.07,0.33
2024-10-04,0.0,0,6,2,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.03,0.07,0.33
2024-10-03,0.0,0,6,2,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.03,0.07,0.33
2024-10-02,0.0,0,6,2,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.03,0.07,0.33
2024-10-01,0.0,0,6,2,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.01,0.0,189545040000.0,0.03,0.07,0.33
2024-09-30,0.0,0,6,2,4,1,0.0,0.02,0.0,0.17,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.28
2024-09-29,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.04,0.26
2024-09-28,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.04,0.26
2024-09-27,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.04,0.26
2024-09-26,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.04,0.26
2024-09-25,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.27
2024-09-24,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.27
2024-09-23,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.27
2024-09-22,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.27
2024-09-21,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.27
2024-09-20,0.0,0,7,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.27
2024-09-19,0.0,0,7,1,4,1,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.26
2024-09-18,0.0,1,6,1,4,1,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.26
2024-09-17,0.0,1,5,1,4,1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.25
2024-09-16,0.0,1,5,1,4,1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,211936590000.0,0.04,0.05,0.25
2024-09-15,0.0,0,6,1,4,1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.24
2024-09-14,0.0,0,6,1,4,1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.24
2024-09-13,0.0,0,6,1,4,1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.24
2024-09-12,0.0,1,6,1,4,1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.06,0.28
2024-09-11,0.0,1,6,1,4,1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.26
2024-09-10,0.0,2,4,1,4,1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.27
2024-09-09,0.0,1,5,1,4,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.28
2024-09-08,0.0,0,7,1,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.3
2024-09-07,0.0,0,7,1,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.3
2024-09-06,0.0,0,7,1,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.3
2024-09-05,0.0,0,7,1,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.06,0.31
2024-09-04,0.0,0,8,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.06,0.31
2024-09-03,0.01,1,8,0,4,1,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.06,0.31
2024-09-02,0.01,2,7,1,3,1,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.06,0.31
2024-09-01,0.01,2,7,1,3,1,0.0,0.02,0.0,0.18,0.0,0.0,0.0,0.0,211936590000.0,0.03,0.05,0.29
2024-08-31,0.01,2,7,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-30,0.01,2,7,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-29,0.01,2,7,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-28,0.01,1,8,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.07,0.33
2024-08-27,0.01,1,8,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.07,0.33
2024-08-26,0.01,0,9,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.34
2024-08-25,0.01,0,9,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.34
2024-08-24,0.01,0,9,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.34
2024-08-23,0.01,0,9,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.34
2024-08-22,0.01,1,8,1,3,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.34
2024-08-21,0.01,1,8,0,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.34
2024-08-20,0.01,1,8,0,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-19,0.01,0,9,0,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-18,0.01,1,8,0,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-17,0.01,1,8,0,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-16,0.01,1,8,0,4,1,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.06,0.32
2024-08-15,0.01,1,7,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-14,0.01,0,8,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-13,0.01,0,8,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-12,0.01,0,8,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-11,0.01,1,7,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-10,0.01,1,7,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-09,0.01,1,7,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-08,0.01,0,8,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-07,0.01,0,8,0,4,1,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.3
2024-08-06,0.01,0,8,0,4,1,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,212926590000.0,0.03,0.08,0.28
2024-08-05,0.01,0,8,1,3,1,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.27
2024-08-04,0.01,0,8,1,3,1,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.27
2024-08-03,0.01,0,8,1,3,1,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.27
2024-08-02,0.01,0,8,1,2,2,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.27
2024-08-01,0.01,0,7,1,2,2,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.27
2024-07-31,0.01,0,7,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.26
2024-07-30,0.01,0,7,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.26
2024-07-29,0.01,0,7,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.26
2024-07-28,0.01,0,6,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.26
2024-07-27,0.01,0,6,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.26
2024-07-26,0.01,0,6,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.08,0.26
2024-07-25,0.01,0,5,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-24,0.01,0,5,1,2,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-23,0.01,1,5,1,3,1,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-22,0.01,1,5,1,3,1,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-21,0.01,1,5,1,3,1,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-20,0.01,1,5,1,3,1,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-19,0.01,1,5,1,3,1,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-18,0.01,1,4,2,2,1,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.25
2024-07-17,0.01,2,4,2,2,1,0.0,0.02,0.07,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.07,0.32
2024-07-16,0.01,4,4,2,2,1,0.0,0.02,0.07,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.02,0.11,0.36
2024-07-15,0.01,4,5,1,3,1,0.0,0.02,0.07,0.12,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.11,0.34
2024-07-14,0.01,4,5,1,3,1,0.0,0.02,0.07,0.12,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.11,0.34
2024-07-13,0.01,4,5,1,3,1,0.0,0.02,0.07,0.12,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.11,0.34
2024-07-12,0.01,4,5,1,2,2,0.0,0.02,0.07,0.12,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.11,0.34
2024-07-11,0.01,3,6,1,2,2,0.0,0.02,0.07,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.11,0.33
2024-07-10,0.01,3,7,1,2,2,0.0,0.02,0.07,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.11,0.33
2024-07-09,0.01,1,9,1,2,2,0.0,0.02,0.07,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.1,0.32000000000000006
2024-07-08,0.0,2,5,2,1,2,0.0,0.02,0.0,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.1,0.24000000000000002
2024-07-07,0.0,1,5,3,1,2,0.0,0.02,0.0,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.1,0.24000000000000002
2024-07-06,0.0,1,5,3,1,2,0.0,0.02,0.0,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.1,0.24000000000000002
2024-07-05,0.0,1,5,3,1,2,0.0,0.02,0.0,0.11,0.0,0.0,0.0,0.0,212926590000.0,0.01,0.1,0.24000000000000002
2024-07-04,0.0,1,6,1,2,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.0,0.1,0.25
2024-07-03,0.0,0,7,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.0,0.1,0.25
2024-07-02,0.0,0,7,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.0,0.1,0.25
2024-07-01,0.0,0,7,2,1,2,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,212926590000.0,0.0,0.1,0.25
2024-06-30,0.0,0,7,2,1,2,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-29,0.0,0,7,2,1,2,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-28,0.0,0,7,2,1,2,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-27,0.0,0,7,2,1,2,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-26,0.0,0,7,2,1,2,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-25,0.01,0,7,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-24,0.01,0,7,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-23,0.01,0,6,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-22,0.01,0,6,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-21,0.01,0,6,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-20,0.01,0,6,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-19,0.01,1,5,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.28
2024-06-18,0.01,1,5,2,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.09,0.27
2024-06-17,0.03,2,4,3,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.09,0.29000000000000004
2024-06-16,0.03,1,5,3,2,1,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.09,0.28
2024-06-15,0.03,1,5,3,2,1,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.09,0.28
2024-06-14,0.03,1,5,3,2,1,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.09,0.28
2024-06-13,0.03,1,5,3,2,1,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.1,0.29000000000000004
2024-06-12,0.03,2,5,3,2,1,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.13,0.32
2024-06-11,0.03,2,5,3,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.13,0.33
2024-06-10,0.03,2,5,3,1,2,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-09,0.04,1,6,3,1,2,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-08,0.04,1,6,3,1,2,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-07,0.04,1,6,3,1,2,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-06,0.04,1,6,3,1,2,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-05,0.04,1,6,3,1,2,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-04,0.04,0,7,3,1,2,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.34
2024-06-03,0.04,0,7,3,1,2,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.33
2024-06-02,0.04,0,8,2,1,2,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.33
2024-06-01,0.04,0,8,2,1,2,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199811340000.0,0.0,0.14,0.33
2024-05-31,0.04,0,8,2,1,2,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.14,0.33
2024-05-30,0.04,0,8,2,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.15,0.33999999999999997
2024-05-29,0.04,0,8,2,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.15,0.33999999999999997
2024-05-28,0.04,1,7,2,0,3,0.0,0.03,0.0,0.11,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.11,0.29
2024-05-27,0.04,1,7,2,0,3,0.0,0.03,0.0,0.11,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.11,0.29
2024-05-26,0.04,1,6,2,0,3,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.11,0.25
2024-05-25,0.04,1,6,2,0,3,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.11,0.25
2024-05-24,0.04,1,6,2,0,3,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.11,0.25
2024-05-23,0.04,0,7,2,0,3,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.11,0.25
2024-05-22,0.04,0,7,2,0,3,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.26
2024-05-21,0.04,1,7,2,0,3,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.27
2024-05-20,0.04,1,6,3,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.29000000000000004
2024-05-19,0.04,1,6,3,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.29000000000000004
2024-05-18,0.04,1,6,3,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.29000000000000004
2024-05-17,0.04,1,6,3,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.29000000000000004
2024-05-16,0.04,1,7,2,0,3,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.29000000000000004
2024-05-15,0.04,1,7,2,0,3,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.1,0.30000000000000004
2024-05-14,0.04,3,6,2,0,3,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.29000000000000004
2024-05-13,0.04,2,7,2,0,3,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.29000000000000004
2024-05-12,0.04,1,8,2,0,3,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.30000000000000004
2024-05-11,0.04,1,8,2,0,3,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.30000000000000004
2024-05-10,0.04,1,8,2,0,3,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.30000000000000004
2024-05-09,0.04,0,9,2,0,3,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.30000000000000004
2024-05-08,0.02,0,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.25
2024-05-07,0.01,0,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.24000000000000002
2024-05-06,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-05-05,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-05-04,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-05-03,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-05-02,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-05-01,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-04-30,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-04-29,0.02,1,6,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-04-28,0.02,0,7,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-04-27,0.02,0,7,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.12,0.28
2024-04-26,0.02,0,7,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.13,0.29000000000000004
2024-04-25,0.02,0,7,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.13,0.29000000000000004
2024-04-24,0.02,0,7,3,0,3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.13,0.29000000000000004
2024-04-23,0.02,1,6,3,1,2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,199871340000.0,0.0,0.09,0.24
